organization_id,source_system,source_record_id,customer_id,company_id,customer_since,status,country,source_updated_at,ingested_at,normalized_at
org_northstar_001,stripe,stripe_customer_15,cus_00015,cmp_0200,2025-01-06,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_16,cus_00016,cmp_0147,2025-01-04,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_17,cus_00017,cmp_0143,2025-01-12,canceled,AU,2025-11-06T15:00:00Z,2025-11-06T15:03:00Z,2025-11-06T15:05:00Z
org_northstar_001,stripe,stripe_customer_18,cus_00018,cmp_0120,2025-01-11,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_19,cus_00019,cmp_0142,2025-01-21,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_20,cus_00020,cmp_0170,2025-01-02,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_21,cus_00021,cmp_0186,2025-01-25,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_22,cus_00022,cmp_0249,2025-01-28,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_23,cus_00023,cmp_0181,2025-01-24,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_24,cus_00024,cmp_0088,2025-01-06,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_25,cus_00025,cmp_0283,2025-02-27,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_26,cus_00026,cmp_0027,2025-02-03,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_27,cus_00027,cmp_0081,2025-02-28,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_28,cus_00028,cmp_0141,2025-02-19,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_29,cus_00029,cmp_0168,2025-02-06,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_30,cus_00030,cmp_0131,2025-02-22,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_31,cus_00031,cmp_0028,2025-02-05,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_32,cus_00032,cmp_0174,2025-02-09,canceled,GB,2026-03-22T15:00:00Z,2026-03-22T15:03:00Z,2026-03-22T15:05:00Z
org_northstar_001,stripe,stripe_customer_33,cus_00033,cmp_0046,2025-02-11,canceled,GB,2025-08-15T15:00:00Z,2025-08-15T15:03:00Z,2025-08-15T15:05:00Z
org_northstar_001,stripe,stripe_customer_34,cus_00034,cmp_0074,2025-02-14,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_35,cus_00035,cmp_0114,2025-02-27,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_36,cus_00036,cmp_0104,2025-02-22,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_37,cus_00037,cmp_0127,2025-02-11,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_38,cus_00038,cmp_0160,2025-02-05,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_39,cus_00039,cmp_0139,2025-02-02,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_40,cus_00040,cmp_0126,2025-02-07,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_41,cus_00041,cmp_0270,2025-02-20,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_42,cus_00042,cmp_0074,2025-02-17,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_43,cus_00043,cmp_0097,2025-02-22,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_44,cus_00044,cmp_0053,2025-02-23,canceled,DE,2025-08-05T15:00:00Z,2025-08-05T15:03:00Z,2025-08-05T15:05:00Z
org_northstar_001,stripe,stripe_customer_45,cus_00045,cmp_0025,2025-02-08,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_46,cus_00046,cmp_0119,2025-02-02,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_47,cus_00047,cmp_0045,2025-02-17,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_48,cus_00048,cmp_0221,2025-02-02,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_49,cus_00049,cmp_0102,2025-03-03,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_50,cus_00050,cmp_0025,2025-03-24,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_51,cus_00051,cmp_0298,2025-03-08,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_52,cus_00052,cmp_0212,2025-03-16,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_53,cus_00053,cmp_0123,2025-03-28,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_54,cus_00054,cmp_0194,2025-03-10,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_55,cus_00055,cmp_0030,2025-03-07,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_56,cus_00056,cmp_0170,2025-03-26,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_57,cus_00057,cmp_0057,2025-03-04,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_58,cus_00058,cmp_0105,2025-03-19,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_59,cus_00059,cmp_0276,2025-03-20,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_60,cus_00060,cmp_0128,2025-03-07,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_61,cus_00061,cmp_0187,2025-03-22,canceled,GB,2026-04-12T15:00:00Z,2026-04-12T15:03:00Z,2026-04-12T15:05:00Z
org_northstar_001,stripe,stripe_customer_62,cus_00062,cmp_0173,2025-03-24,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_63,cus_00063,cmp_0193,2025-03-09,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_64,cus_00064,cmp_0008,2025-03-13,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_65,cus_00065,cmp_0064,2025-03-24,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_66,cus_00066,cmp_0245,2025-03-14,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_67,cus_00067,cmp_0147,2025-03-18,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_68,cus_00068,cmp_0070,2025-03-15,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_69,cus_00069,cmp_0233,2025-03-08,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_70,cus_00070,cmp_0224,2025-03-19,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_71,cus_00071,cmp_0177,2025-03-06,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_72,cus_00072,cmp_0185,2025-03-17,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_73,cus_00073,cmp_0083,2025-04-12,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_74,cus_00074,cmp_0287,2025-04-20,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_75,cus_00075,cmp_0154,2025-04-27,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_76,cus_00076,cmp_0171,2025-04-20,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_77,cus_00077,cmp_0299,2025-04-09,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_78,cus_00078,cmp_0151,2025-04-10,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_79,cus_00079,cmp_0122,2025-04-27,canceled,GB,2025-10-01T15:00:00Z,2025-10-01T15:03:00Z,2025-10-01T15:05:00Z
org_northstar_001,stripe,stripe_customer_80,cus_00080,cmp_0087,2025-04-10,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_81,cus_00081,cmp_0270,2025-04-13,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_82,cus_00082,cmp_0253,2025-04-01,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_83,cus_00083,cmp_0250,2025-04-20,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_84,cus_00084,cmp_0155,2025-04-13,canceled,SG,2026-06-22T15:00:00Z,2026-06-22T15:03:00Z,2026-06-22T15:05:00Z
org_northstar_001,stripe,stripe_customer_85,cus_00085,cmp_0117,2025-04-14,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_86,cus_00086,cmp_0023,2025-04-24,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_87,cus_00087,cmp_0030,2025-04-26,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_88,cus_00088,cmp_0248,2025-04-23,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_89,cus_00089,cmp_0139,2025-04-23,canceled,US,2025-12-26T15:00:00Z,2025-12-26T15:03:00Z,2025-12-26T15:05:00Z
org_northstar_001,stripe,stripe_customer_90,cus_00090,cmp_0212,2025-04-04,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_91,cus_00091,cmp_0250,2025-04-19,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_92,cus_00092,cmp_0045,2025-04-13,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_93,cus_00093,cmp_0091,2025-04-16,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_94,cus_00094,cmp_0258,2025-04-23,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_95,cus_00095,cmp_0288,2025-04-25,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_96,cus_00096,cmp_0174,2025-04-03,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_97,cus_00097,cmp_0201,2025-05-17,canceled,SG,2026-03-16T15:00:00Z,2026-03-16T15:03:00Z,2026-03-16T15:05:00Z
org_northstar_001,stripe,stripe_customer_98,cus_00098,cmp_0240,2025-05-04,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_99,cus_00099,cmp_0214,2025-05-03,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_100,cus_00100,cmp_0155,2025-05-02,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_101,cus_00101,cmp_0123,2025-05-13,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_102,cus_00102,cmp_0292,2025-05-12,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_103,cus_00103,cmp_0037,2025-05-08,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_104,cus_00104,cmp_0096,2025-05-05,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_105,cus_00105,cmp_0262,2025-05-05,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_106,cus_00106,cmp_0066,2025-05-03,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_107,cus_00107,cmp_0291,2025-05-15,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_108,cus_00108,cmp_0199,2025-05-19,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_109,cus_00109,cmp_0293,2025-05-25,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_110,cus_00110,cmp_0102,2025-05-03,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_111,cus_00111,cmp_0178,2025-05-06,canceled,DE,2025-12-16T15:00:00Z,2025-12-16T15:03:00Z,2025-12-16T15:05:00Z
org_northstar_001,stripe,stripe_customer_112,cus_00112,cmp_0293,2025-05-27,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_113,cus_00113,cmp_0289,2025-05-24,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_114,cus_00114,cmp_0003,2025-05-04,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_115,cus_00115,cmp_0006,2025-05-04,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_116,cus_00116,cmp_0047,2025-05-19,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_117,cus_00117,cmp_0239,2025-05-22,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_118,cus_00118,cmp_0178,2025-05-08,canceled,CA,2025-11-20T15:00:00Z,2025-11-20T15:03:00Z,2025-11-20T15:05:00Z
org_northstar_001,stripe,stripe_customer_119,cus_00119,cmp_0099,2025-05-01,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_120,cus_00120,cmp_0106,2025-05-21,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_121,cus_00121,cmp_0201,2025-06-20,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_122,cus_00122,cmp_0267,2025-06-10,canceled,US,2026-03-09T15:00:00Z,2026-03-09T15:03:00Z,2026-03-09T15:05:00Z
org_northstar_001,stripe,stripe_customer_123,cus_00123,cmp_0019,2025-06-07,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_124,cus_00124,cmp_0010,2025-06-07,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_125,cus_00125,cmp_0090,2025-06-23,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_126,cus_00126,cmp_0106,2025-06-24,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_127,cus_00127,cmp_0118,2025-06-26,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_128,cus_00128,cmp_0286,2025-06-17,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_129,cus_00129,cmp_0277,2025-06-01,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_130,cus_00130,cmp_0299,2025-06-11,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_131,cus_00131,cmp_0035,2025-06-18,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_132,cus_00132,cmp_0033,2025-06-23,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_133,cus_00133,cmp_0258,2025-06-25,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_134,cus_00134,cmp_0016,2025-06-26,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_135,cus_00135,cmp_0198,2025-06-13,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_136,cus_00136,cmp_0156,2025-06-16,canceled,CA,2026-02-17T15:00:00Z,2026-02-17T15:03:00Z,2026-02-17T15:05:00Z
org_northstar_001,stripe,stripe_customer_137,cus_00137,cmp_0213,2025-06-28,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_138,cus_00138,cmp_0006,2025-06-07,active,AU,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_139,cus_00139,cmp_0026,2025-06-23,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_140,cus_00140,cmp_0016,2025-06-27,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_141,cus_00141,cmp_0102,2025-06-22,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_142,cus_00142,cmp_0129,2025-06-24,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_143,cus_00143,cmp_0169,2025-06-14,canceled,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_144,cus_00144,cmp_0025,2025-06-27,active,CA,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_145,cus_00145,cmp_0028,2025-07-12,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_146,cus_00146,cmp_0234,2025-07-26,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_147,cus_00147,cmp_0169,2025-07-05,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_148,cus_00148,cmp_0278,2025-07-20,active,SG,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_149,cus_00149,cmp_0259,2025-07-08,active,US,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_150,cus_00150,cmp_0038,2025-07-11,active,DE,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_customer_151,cus_00151,cmp_0255,2025-07-14,canceled,SG,2026-06-03T15:00:00Z,2026-06-03T15:03:00Z,2026-06-03T15:05:00Z
org_northstar_001,stripe,stripe_customer_152,cus_00152,cmp_0044,2025-07-14,active,GB,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
