organization_id,source_system,source_record_id,company_id,company_name,industry,region,employee_count,annual_revenue_usd,lifecycle_stage,source_updated_at,ingested_at,normalized_at
org_northstar_001,hubspot,hub_company_21,cmp_0021,Company 0021,Manufacturing,North America,26,3740732.59,customer,2025-03-12T12:00:00Z,2025-03-12T12:05:00Z,2025-03-12T12:10:00Z
org_northstar_001,hubspot,hub_company_22,cmp_0022,Company 0022,Retail,Latin America,257,41372612.51,prospect,2025-08-05T12:00:00Z,2025-08-05T12:05:00Z,2025-08-05T12:10:00Z
org_northstar_001,hubspot,hub_company_23,cmp_0023,Company 0023,Technology,North America,101,15388685.28,prospect,2026-06-14T12:00:00Z,2026-06-14T12:05:00Z,2026-06-14T12:10:00Z
org_northstar_001,hubspot,hub_company_24,cmp_0024,Company 0024,Manufacturing,North America,44,7200903.11,prospect,2025-08-14T12:00:00Z,2025-08-14T12:05:00Z,2025-08-14T12:10:00Z
org_northstar_001,hubspot,hub_company_25,cmp_0025,Company 0025,Retail,Asia Pacific,125,12082173.5,lead,2025-05-16T12:00:00Z,2025-05-16T12:05:00Z,2025-05-16T12:10:00Z
org_northstar_001,hubspot,hub_company_26,cmp_0026,Company 0026,Education,Europe,79,12977411.89,churned,2026-03-18T12:00:00Z,2026-03-18T12:05:00Z,2026-03-18T12:10:00Z
org_northstar_001,hubspot,hub_company_27,cmp_0027,Company 0027,Professional Services,North America,169,22444196.54,prospect,2025-04-11T12:00:00Z,2025-04-11T12:05:00Z,2025-04-11T12:10:00Z
org_northstar_001,hubspot,hub_company_28,cmp_0028,Company 0028,Technology,North America,74,14103576.73,customer,2025-10-13T12:00:00Z,2025-10-13T12:05:00Z,2025-10-13T12:10:00Z
org_northstar_001,hubspot,hub_company_29,cmp_0029,Company 0029,Technology,Latin America,168,33548151.44,customer,2025-02-21T12:00:00Z,2025-02-21T12:05:00Z,2025-02-21T12:10:00Z
org_northstar_001,hubspot,hub_company_30,cmp_0030,Company 0030,Education,North America,87,6804179.17,prospect,2025-06-20T12:00:00Z,2025-06-20T12:05:00Z,2025-06-20T12:10:00Z
org_northstar_001,hubspot,hub_company_31,cmp_0031,Company 0031,Retail,North America,27,4523115.88,customer,2026-02-04T12:00:00Z,2026-02-04T12:05:00Z,2026-02-04T12:10:00Z
org_northstar_001,hubspot,hub_company_32,cmp_0032,Company 0032,Professional Services,North America,164,33721567.02,customer,2026-07-24T12:00:00Z,2026-07-24T12:05:00Z,2026-07-24T12:10:00Z
org_northstar_001,hubspot,hub_company_33,cmp_0033,Company 0033,Technology,Europe,48,6739154.57,customer,2026-07-10T12:00:00Z,2026-07-10T12:05:00Z,2026-07-10T12:10:00Z
org_northstar_001,hubspot,hub_company_34,cmp_0034,Company 0034,Education,North America,34,5212367.11,customer,2025-06-11T12:00:00Z,2025-06-11T12:05:00Z,2025-06-11T12:10:00Z
org_northstar_001,hubspot,hub_company_35,cmp_0035,Company 0035,Manufacturing,North America,13,1992024.86,customer,2025-08-29T12:00:00Z,2025-08-29T12:05:00Z,2025-08-29T12:10:00Z
org_northstar_001,hubspot,hub_company_36,cmp_0036,Company 0036,Healthcare,Latin America,175,17254350.39,customer,2026-03-06T12:00:00Z,2026-03-06T12:05:00Z,2026-03-06T12:10:00Z
org_northstar_001,hubspot,hub_company_37,cmp_0037,Company 0037,Financial Services,North America,77,8798390.18,customer,2025-09-02T12:00:00Z,2025-09-02T12:05:00Z,2025-09-02T12:10:00Z
org_northstar_001,hubspot,hub_company_38,cmp_0038,Company 0038,Manufacturing,North America,120,12855366.97,churned,2025-03-16T12:00:00Z,2025-03-16T12:05:00Z,2025-03-16T12:10:00Z
org_northstar_001,hubspot,hub_company_39,cmp_0039,Company 0039,Professional Services,North America,238,34760022.5,prospect,2025-03-12T12:00:00Z,2025-03-12T12:05:00Z,2025-03-12T12:10:00Z
org_northstar_001,hubspot,hub_company_40,cmp_0040,Company 0040,Professional Services,North America,51,9922548.73,customer,2026-06-26T12:00:00Z,2026-06-26T12:05:00Z,2026-06-26T12:10:00Z
org_northstar_001,hubspot,hub_company_41,cmp_0041,Company 0041,Financial Services,North America,52,8644979.1,customer,2025-06-09T12:00:00Z,2025-06-09T12:05:00Z,2025-06-09T12:10:00Z
org_northstar_001,hubspot,hub_company_42,cmp_0042,Company 0042,Education,North America,94,14927183.33,customer,2026-06-02T12:00:00Z,2026-06-02T12:05:00Z,2026-06-02T12:10:00Z
org_northstar_001,hubspot,hub_company_43,cmp_0043,Company 0043,Financial Services,North America,139,23462288.51,customer,2025-02-15T12:00:00Z,2025-02-15T12:05:00Z,2025-02-15T12:10:00Z
org_northstar_001,hubspot,hub_company_44,cmp_0044,Company 0044,Education,North America,345,50836962.17,prospect,2025-04-25T12:00:00Z,2025-04-25T12:05:00Z,2025-04-25T12:10:00Z
org_northstar_001,hubspot,hub_company_45,cmp_0045,Company 0045,Professional Services,Europe,210,25098151.86,customer,2025-02-12T12:00:00Z,2025-02-12T12:05:00Z,2025-02-12T12:10:00Z
org_northstar_001,hubspot,hub_company_46,cmp_0046,Company 0046,Professional Services,Latin America,225,41289309.18,customer,2026-02-21T12:00:00Z,2026-02-21T12:05:00Z,2026-02-21T12:10:00Z
org_northstar_001,hubspot,hub_company_47,cmp_0047,Company 0047,Financial Services,Asia Pacific,203,37251495.58,prospect,2025-01-26T12:00:00Z,2025-01-26T12:05:00Z,2025-01-26T12:10:00Z
org_northstar_001,hubspot,hub_company_48,cmp_0048,Company 0048,Retail,North America,93,17141957.6,customer,2025-04-21T12:00:00Z,2025-04-21T12:05:00Z,2025-04-21T12:10:00Z
org_northstar_001,hubspot,hub_company_49,cmp_0049,Company 0049,Retail,North America,38,7258357.65,churned,2025-11-09T12:00:00Z,2025-11-09T12:05:00Z,2025-11-09T12:10:00Z
org_northstar_001,hubspot,hub_company_50,cmp_0050,Company 0050,Financial Services,Latin America,74,10735194.99,churned,2025-10-13T12:00:00Z,2025-10-13T12:05:00Z,2025-10-13T12:10:00Z
org_northstar_001,hubspot,hub_company_51,cmp_0051,Company 0051,Manufacturing,Latin America,212,22719041.64,lead,2025-04-29T12:00:00Z,2025-04-29T12:05:00Z,2025-04-29T12:10:00Z
org_northstar_001,hubspot,hub_company_52,cmp_0052,Company 0052,Retail,Europe,43,6088766.82,prospect,2026-03-21T12:00:00Z,2026-03-21T12:05:00Z,2026-03-21T12:10:00Z
org_northstar_001,hubspot,hub_company_53,cmp_0053,Company 0053,Education,North America,92,15706258.39,customer,2026-08-14T12:00:00Z,2026-08-14T12:05:00Z,2026-08-14T12:10:00Z
org_northstar_001,hubspot,hub_company_54,cmp_0054,Company 0054,Financial Services,Asia Pacific,91,14308999.92,customer,2025-07-21T12:00:00Z,2025-07-21T12:05:00Z,2025-07-21T12:10:00Z
org_northstar_001,hubspot,hub_company_55,cmp_0055,Company 0055,Healthcare,Europe,164,18969159.5,customer,2025-05-08T12:00:00Z,2025-05-08T12:05:00Z,2025-05-08T12:10:00Z
org_northstar_001,hubspot,hub_company_56,cmp_0056,Company 0056,Retail,Europe,48,9426853.27,customer,2026-07-22T12:00:00Z,2026-07-22T12:05:00Z,2026-07-22T12:10:00Z
org_northstar_001,hubspot,hub_company_57,cmp_0057,Company 0057,Healthcare,North America,53,6899770.07,customer,2025-11-05T12:00:00Z,2025-11-05T12:05:00Z,2025-11-05T12:10:00Z
org_northstar_001,hubspot,hub_company_58,cmp_0058,Company 0058,Professional Services,North America,101,18293418.54,churned,2025-11-26T12:00:00Z,2025-11-26T12:05:00Z,2025-11-26T12:10:00Z
org_northstar_001,hubspot,hub_company_59,cmp_0059,Company 0059,Financial Services,Europe,146,17071247.94,customer,2025-06-23T12:00:00Z,2025-06-23T12:05:00Z,2025-06-23T12:10:00Z
org_northstar_001,hubspot,hub_company_60,cmp_0060,Company 0060,Professional Services,North America,146,11164608.4,churned,2025-08-29T12:00:00Z,2025-08-29T12:05:00Z,2025-08-29T12:10:00Z
org_northstar_001,hubspot,hub_company_61,cmp_0061,Company 0061,Manufacturing,North America,66,11054313.27,customer,2025-03-16T12:00:00Z,2025-03-16T12:05:00Z,2025-03-16T12:10:00Z
org_northstar_001,hubspot,hub_company_62,cmp_0062,Company 0062,Education,Asia Pacific,25,4849128.22,customer,2025-09-07T12:00:00Z,2025-09-07T12:05:00Z,2025-09-07T12:10:00Z
org_northstar_001,hubspot,hub_company_63,cmp_0063,Company 0063,Professional Services,Asia Pacific,112,9742902.84,lead,2025-08-13T12:00:00Z,2025-08-13T12:05:00Z,2025-08-13T12:10:00Z
org_northstar_001,hubspot,hub_company_64,cmp_0064,Company 0064,Retail,Europe,1284,219176687.28,customer,2026-04-21T12:00:00Z,2026-04-21T12:05:00Z,2026-04-21T12:10:00Z
org_northstar_001,hubspot,hub_company_65,cmp_0065,Company 0065,Education,North America,101,10734968.5,prospect,2026-07-16T12:00:00Z,2026-07-16T12:05:00Z,2026-07-16T12:10:00Z
org_northstar_001,hubspot,hub_company_66,cmp_0066,Company 0066,Financial Services,North America,224,29474404.52,customer,2025-10-11T12:00:00Z,2025-10-11T12:05:00Z,2025-10-11T12:10:00Z
org_northstar_001,hubspot,hub_company_67,cmp_0067,Company 0067,Manufacturing,North America,71,6469256.74,prospect,2025-08-29T12:00:00Z,2025-08-29T12:05:00Z,2025-08-29T12:10:00Z
org_northstar_001,hubspot,hub_company_68,cmp_0068,Company 0068,Retail,North America,146,19743492.76,lead,2025-06-06T12:00:00Z,2025-06-06T12:05:00Z,2025-06-06T12:10:00Z
org_northstar_001,hubspot,hub_company_69,cmp_0069,Company 0069,Financial Services,North America,59,11404224.12,customer,2026-03-07T12:00:00Z,2026-03-07T12:05:00Z,2026-03-07T12:10:00Z
org_northstar_001,hubspot,hub_company_70,cmp_0070,Company 0070,Education,North America,41,7988022.45,customer,2026-05-04T12:00:00Z,2026-05-04T12:05:00Z,2026-05-04T12:10:00Z
org_northstar_001,hubspot,hub_company_71,cmp_0071,Company 0071,Manufacturing,Asia Pacific,221,30575820.04,prospect,2026-07-06T12:00:00Z,2026-07-06T12:05:00Z,2026-07-06T12:10:00Z
org_northstar_001,hubspot,hub_company_72,cmp_0072,Company 0072,Financial Services,Asia Pacific,44,7540957.29,customer,2026-05-13T12:00:00Z,2026-05-13T12:05:00Z,2026-05-13T12:10:00Z
org_northstar_001,hubspot,hub_company_73,cmp_0073,Company 0073,Financial Services,North America,396,63354040.49,lead,2025-05-11T12:00:00Z,2025-05-11T12:05:00Z,2025-05-11T12:10:00Z
org_northstar_001,hubspot,hub_company_74,cmp_0074,Company 0074,Healthcare,North America,63,7292780.0,customer,2026-04-18T12:00:00Z,2026-04-18T12:05:00Z,2026-04-18T12:10:00Z
org_northstar_001,hubspot,hub_company_75,cmp_0075,Company 0075,Retail,North America,59,8585601.34,churned,2026-01-24T12:00:00Z,2026-01-24T12:05:00Z,2026-01-24T12:10:00Z
org_northstar_001,hubspot,hub_company_76,cmp_0076,Company 0076,Financial Services,North America,75,5575814.99,prospect,2025-12-25T12:00:00Z,2025-12-25T12:05:00Z,2025-12-25T12:10:00Z
org_northstar_001,hubspot,hub_company_77,cmp_0077,Company 0077,Retail,Europe,134,19960069.36,prospect,2025-01-21T12:00:00Z,2025-01-21T12:05:00Z,2025-01-21T12:10:00Z
org_northstar_001,hubspot,hub_company_78,cmp_0078,Company 0078,Manufacturing,Latin America,166,28314621.99,customer,2025-09-20T12:00:00Z,2025-09-20T12:05:00Z,2025-09-20T12:10:00Z
org_northstar_001,hubspot,hub_company_79,cmp_0079,Company 0079,Financial Services,Asia Pacific,45,5514433.84,churned,2025-06-17T12:00:00Z,2025-06-17T12:05:00Z,2025-06-17T12:10:00Z
org_northstar_001,hubspot,hub_company_80,cmp_0080,Company 0080,Education,North America,131,21719310.78,customer,2025-07-23T12:00:00Z,2025-07-23T12:05:00Z,2025-07-23T12:10:00Z
org_northstar_001,hubspot,hub_company_81,cmp_0081,Company 0081,Retail,Europe,191,15213903.13,customer,2026-08-03T12:00:00Z,2026-08-03T12:05:00Z,2026-08-03T12:10:00Z
org_northstar_001,hubspot,hub_company_82,cmp_0082,Company 0082,Financial Services,North America,304,28776389.06,customer,2025-01-13T12:00:00Z,2025-01-13T12:05:00Z,2025-01-13T12:10:00Z
org_northstar_001,hubspot,hub_company_83,cmp_0083,Company 0083,Education,North America,703,92079241.6,customer,2025-10-04T12:00:00Z,2025-10-04T12:05:00Z,2025-10-04T12:10:00Z
org_northstar_001,hubspot,hub_company_84,cmp_0084,Company 0084,Technology,North America,81,10782094.68,customer,2025-10-02T12:00:00Z,2025-10-02T12:05:00Z,2025-10-02T12:10:00Z
org_northstar_001,hubspot,hub_company_85,cmp_0085,Company 0085,Technology,North America,138,15939273.72,customer,2026-08-07T12:00:00Z,2026-08-07T12:05:00Z,2026-08-07T12:10:00Z
org_northstar_001,hubspot,hub_company_86,cmp_0086,Company 0086,Manufacturing,Europe,196,21300809.72,lead,2025-12-30T12:00:00Z,2025-12-30T12:05:00Z,2025-12-30T12:10:00Z
org_northstar_001,hubspot,hub_company_87,cmp_0087,Company 0087,Financial Services,North America,103,17474767.5,prospect,2025-07-15T12:00:00Z,2025-07-15T12:05:00Z,2025-07-15T12:10:00Z
org_northstar_001,hubspot,hub_company_88,cmp_0088,Company 0088,Financial Services,North America,56,9125446.57,prospect,2025-01-18T12:00:00Z,2025-01-18T12:05:00Z,2025-01-18T12:10:00Z
org_northstar_001,hubspot,hub_company_89,cmp_0089,Company 0089,Financial Services,Europe,117,13952656.44,customer,2026-07-21T12:00:00Z,2026-07-21T12:05:00Z,2026-07-21T12:10:00Z
org_northstar_001,hubspot,hub_company_90,cmp_0090,Company 0090,Professional Services,North America,76,13224254.52,churned,2025-11-10T12:00:00Z,2025-11-10T12:05:00Z,2025-11-10T12:10:00Z
org_northstar_001,hubspot,hub_company_91,cmp_0091,Company 0091,Healthcare,Europe,24,4961399.6,customer,2025-07-09T12:00:00Z,2025-07-09T12:05:00Z,2025-07-09T12:10:00Z
org_northstar_001,hubspot,hub_company_92,cmp_0092,Company 0092,Healthcare,North America,72,10424081.7,prospect,2025-10-17T12:00:00Z,2025-10-17T12:05:00Z,2025-10-17T12:10:00Z
org_northstar_001,hubspot,hub_company_93,cmp_0093,Company 0093,Professional Services,Europe,137,24028553.93,lead,2025-02-25T12:00:00Z,2025-02-25T12:05:00Z,2025-02-25T12:10:00Z
org_northstar_001,hubspot,hub_company_94,cmp_0094,Company 0094,Retail,North America,131,26877226.78,prospect,2025-01-13T12:00:00Z,2025-01-13T12:05:00Z,2025-01-13T12:10:00Z
org_northstar_001,hubspot,hub_company_95,cmp_0095,Company 0095,Financial Services,North America,107,9724979.82,customer,2026-05-05T12:00:00Z,2026-05-05T12:05:00Z,2026-05-05T12:10:00Z
org_northstar_001,hubspot,hub_company_96,cmp_0096,Company 0096,Manufacturing,Asia Pacific,54,8363761.44,customer,2025-11-08T12:00:00Z,2025-11-08T12:05:00Z,2025-11-08T12:10:00Z
org_northstar_001,hubspot,hub_company_97,cmp_0097,Company 0097,Retail,North America,194,29564342.77,prospect,2025-08-20T12:00:00Z,2025-08-20T12:05:00Z,2025-08-20T12:10:00Z
org_northstar_001,hubspot,hub_company_98,cmp_0098,Company 0098,Financial Services,North America,163,28815660.72,customer,2026-08-06T12:00:00Z,2026-08-06T12:05:00Z,2026-08-06T12:10:00Z
org_northstar_001,hubspot,hub_company_99,cmp_0099,Company 0099,Professional Services,Europe,140,12868039.26,prospect,2025-09-28T12:00:00Z,2025-09-28T12:05:00Z,2025-09-28T12:10:00Z
org_northstar_001,hubspot,hub_company_100,cmp_0100,Company 0100,Financial Services,North America,77,14656560.56,lead,2026-04-27T12:00:00Z,2026-04-27T12:05:00Z,2026-04-27T12:10:00Z
org_northstar_001,hubspot,hub_company_101,cmp_0101,Company 0101,Professional Services,North America,176,25738017.01,customer,2025-08-28T12:00:00Z,2025-08-28T12:05:00Z,2025-08-28T12:10:00Z
org_northstar_001,hubspot,hub_company_102,cmp_0102,Company 0102,Financial Services,Asia Pacific,59,11739050.29,prospect,2025-09-30T12:00:00Z,2025-09-30T12:05:00Z,2025-09-30T12:10:00Z
org_northstar_001,hubspot,hub_company_103,cmp_0103,Company 0103,Healthcare,North America,246,34226307.35,lead,2026-04-25T12:00:00Z,2026-04-25T12:05:00Z,2026-04-25T12:10:00Z
org_northstar_001,hubspot,hub_company_104,cmp_0104,Company 0104,Professional Services,Latin America,126,23566309.95,customer,2025-02-10T12:00:00Z,2025-02-10T12:05:00Z,2025-02-10T12:10:00Z
org_northstar_001,hubspot,hub_company_105,cmp_0105,Company 0105,Financial Services,North America,204,22224151.71,churned,2025-01-22T12:00:00Z,2025-01-22T12:05:00Z,2025-01-22T12:10:00Z
org_northstar_001,hubspot,hub_company_106,cmp_0106,Company 0106,Technology,North America,154,19583984.89,prospect,2026-03-23T12:00:00Z,2026-03-23T12:05:00Z,2026-03-23T12:10:00Z
org_northstar_001,hubspot,hub_company_107,cmp_0107,Company 0107,Financial Services,North America,218,35482049.55,prospect,2025-04-18T12:00:00Z,2025-04-18T12:05:00Z,2025-04-18T12:10:00Z
org_northstar_001,hubspot,hub_company_108,cmp_0108,Company 0108,Education,North America,76,10795304.12,churned,2026-07-18T12:00:00Z,2026-07-18T12:05:00Z,2026-07-18T12:10:00Z
org_northstar_001,hubspot,hub_company_109,cmp_0109,Company 0109,Manufacturing,North America,104,18293812.32,customer,2026-07-10T12:00:00Z,2026-07-10T12:05:00Z,2026-07-10T12:10:00Z
org_northstar_001,hubspot,hub_company_110,cmp_0110,Company 0110,Healthcare,North America,47,7884485.19,lead,2025-02-22T12:00:00Z,2025-02-22T12:05:00Z,2025-02-22T12:10:00Z
org_northstar_001,hubspot,hub_company_111,cmp_0111,Company 0111,Technology,Europe,162,13453984.69,churned,2025-09-03T12:00:00Z,2025-09-03T12:05:00Z,2025-09-03T12:10:00Z
org_northstar_001,hubspot,hub_company_112,cmp_0112,Company 0112,Education,North America,103,20658857.12,prospect,2025-04-27T12:00:00Z,2025-04-27T12:05:00Z,2025-04-27T12:10:00Z
org_northstar_001,hubspot,hub_company_113,cmp_0113,Company 0113,Retail,North America,89,13098762.86,prospect,2025-10-07T12:00:00Z,2025-10-07T12:05:00Z,2025-10-07T12:10:00Z
org_northstar_001,hubspot,hub_company_114,cmp_0114,Company 0114,Technology,North America,158,28534936.75,prospect,2026-06-05T12:00:00Z,2026-06-05T12:05:00Z,2026-06-05T12:10:00Z
org_northstar_001,hubspot,hub_company_115,cmp_0115,Company 0115,Manufacturing,Latin America,658,91165668.73,lead,2026-06-04T12:00:00Z,2026-06-04T12:05:00Z,2026-06-04T12:10:00Z
org_northstar_001,hubspot,hub_company_116,cmp_0116,Company 0116,Education,North America,106,14177314.11,prospect,2026-07-06T12:00:00Z,2026-07-06T12:05:00Z,2026-07-06T12:10:00Z
org_northstar_001,hubspot,hub_company_117,cmp_0117,Company 0117,Retail,North America,38,6621831.41,customer,2025-07-13T12:00:00Z,2025-07-13T12:05:00Z,2025-07-13T12:10:00Z
org_northstar_001,hubspot,hub_company_118,cmp_0118,Company 0118,Education,Europe,71,6481926.88,churned,2026-01-26T12:00:00Z,2026-01-26T12:05:00Z,2026-01-26T12:10:00Z
org_northstar_001,hubspot,hub_company_119,cmp_0119,Company 0119,Education,North America,110,20713607.12,lead,2025-05-10T12:00:00Z,2025-05-10T12:05:00Z,2025-05-10T12:10:00Z
org_northstar_001,hubspot,hub_company_120,cmp_0120,Company 0120,Retail,Europe,49,9273109.91,customer,2026-04-13T12:00:00Z,2026-04-13T12:05:00Z,2026-04-13T12:10:00Z
org_northstar_001,hubspot,hub_company_121,cmp_0121,Company 0121,Financial Services,Asia Pacific,87,12033200.37,customer,2026-07-01T12:00:00Z,2026-07-01T12:05:00Z,2026-07-01T12:10:00Z
org_northstar_001,hubspot,hub_company_122,cmp_0122,Company 0122,Healthcare,Latin America,37,6458249.78,prospect,2025-03-12T12:00:00Z,2025-03-12T12:05:00Z,2025-03-12T12:10:00Z
org_northstar_001,hubspot,hub_company_123,cmp_0123,Company 0123,Technology,North America,340,56834455.35,churned,2025-04-11T12:00:00Z,2025-04-11T12:05:00Z,2025-04-11T12:10:00Z
org_northstar_001,hubspot,hub_company_124,cmp_0124,Company 0124,Healthcare,North America,86,7772660.34,customer,2025-02-17T12:00:00Z,2025-02-17T12:05:00Z,2025-02-17T12:10:00Z
org_northstar_001,hubspot,hub_company_125,cmp_0125,Company 0125,Professional Services,North America,146,28019961.4,customer,2026-08-03T12:00:00Z,2026-08-03T12:05:00Z,2026-08-03T12:10:00Z
org_northstar_001,hubspot,hub_company_126,cmp_0126,Company 0126,Professional Services,North America,109,11505694.2,prospect,2025-09-04T12:00:00Z,2025-09-04T12:05:00Z,2025-09-04T12:10:00Z
org_northstar_001,hubspot,hub_company_127,cmp_0127,Company 0127,Healthcare,Europe,287,26437460.49,prospect,2025-01-10T12:00:00Z,2025-01-10T12:05:00Z,2025-01-10T12:10:00Z
org_northstar_001,hubspot,hub_company_128,cmp_0128,Company 0128,Retail,Asia Pacific,101,8578077.2,prospect,2025-12-20T12:00:00Z,2025-12-20T12:05:00Z,2025-12-20T12:10:00Z
org_northstar_001,hubspot,hub_company_129,cmp_0129,Company 0129,Manufacturing,Asia Pacific,145,25949725.8,churned,2026-01-03T12:00:00Z,2026-01-03T12:05:00Z,2026-01-03T12:10:00Z
org_northstar_001,hubspot,hub_company_130,cmp_0130,Company 0130,Education,North America,174,27688011.51,customer,2026-05-24T12:00:00Z,2026-05-24T12:05:00Z,2026-05-24T12:10:00Z
org_northstar_001,hubspot,hub_company_131,cmp_0131,Company 0131,Financial Services,North America,606,109325713.46,lead,2025-05-21T12:00:00Z,2025-05-21T12:05:00Z,2025-05-21T12:10:00Z
org_northstar_001,hubspot,hub_company_132,cmp_0132,Company 0132,Healthcare,North America,152,19481905.83,prospect,2026-01-09T12:00:00Z,2026-01-09T12:05:00Z,2026-01-09T12:10:00Z
org_northstar_001,hubspot,hub_company_133,cmp_0133,Company 0133,Manufacturing,Asia Pacific,235,43772549.18,prospect,2026-07-07T12:00:00Z,2026-07-07T12:05:00Z,2026-07-07T12:10:00Z
org_northstar_001,hubspot,hub_company_134,cmp_0134,Company 0134,Education,North America,258,22219929.83,churned,2026-05-09T12:00:00Z,2026-05-09T12:05:00Z,2026-05-09T12:10:00Z
org_northstar_001,hubspot,hub_company_135,cmp_0135,Company 0135,Financial Services,Europe,167,34601049.64,churned,2025-05-25T12:00:00Z,2025-05-25T12:05:00Z,2025-05-25T12:10:00Z
org_northstar_001,hubspot,hub_company_136,cmp_0136,Company 0136,Technology,North America,48,4190516.31,prospect,2026-07-25T12:00:00Z,2026-07-25T12:05:00Z,2026-07-25T12:10:00Z
org_northstar_001,hubspot,hub_company_137,cmp_0137,Company 0137,Healthcare,North America,202,20752483.39,lead,2025-09-26T12:00:00Z,2025-09-26T12:05:00Z,2025-09-26T12:10:00Z
org_northstar_001,hubspot,hub_company_138,cmp_0138,Company 0138,Financial Services,North America,62,11491064.45,churned,2026-07-29T12:00:00Z,2026-07-29T12:05:00Z,2026-07-29T12:10:00Z
org_northstar_001,hubspot,hub_company_139,cmp_0139,Company 0139,Technology,Latin America,136,15315101.69,customer,2025-11-06T12:00:00Z,2025-11-06T12:05:00Z,2025-11-06T12:10:00Z
org_northstar_001,hubspot,hub_company_140,cmp_0140,Company 0140,Retail,North America,52,8521139.67,customer,2025-04-10T12:00:00Z,2025-04-10T12:05:00Z,2025-04-10T12:10:00Z
