organization_id,source_system,source_record_id,expense_id,expense_date,category,vendor,amount_usd,department,is_recurring,source_updated_at,ingested_at,normalized_at
org_northstar_001,quickbooks,qbo_expense_15,exp_000015,2025-01-11,Payroll,Payroll Vendor 09,11200.67,People,true,2025-01-11T19:00:00Z,2025-01-11T19:03:00Z,2025-01-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_16,exp_000016,2025-01-01,Cloud Hosting,Cloud Hosting Vendor 02,2777.39,Engineering,true,2025-01-01T19:00:00Z,2025-01-01T19:03:00Z,2025-01-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_17,exp_000017,2025-01-02,Travel,Travel Vendor 05,1350.83,Sales,false,2025-01-02T19:00:00Z,2025-01-02T19:03:00Z,2025-01-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_18,exp_000018,2025-01-22,Payroll,Payroll Vendor 11,14737.63,People,true,2025-01-22T19:00:00Z,2025-01-22T19:03:00Z,2025-01-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_19,exp_000019,2025-01-07,Payroll,Payroll Vendor 04,25326.61,People,true,2025-01-07T19:00:00Z,2025-01-07T19:03:00Z,2025-01-07T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_20,exp_000020,2025-01-11,Travel,Travel Vendor 12,1963.87,Sales,false,2025-01-11T19:00:00Z,2025-01-11T19:03:00Z,2025-01-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_21,exp_000021,2025-01-09,Software,Software Vendor 11,519.08,Engineering,true,2025-01-09T19:00:00Z,2025-01-09T19:03:00Z,2025-01-09T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_22,exp_000022,2025-01-13,Paid Media,Paid Media Vendor 03,2361.39,Marketing,false,2025-01-13T19:00:00Z,2025-01-13T19:03:00Z,2025-01-13T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_23,exp_000023,2025-01-21,Cloud Hosting,Cloud Hosting Vendor 07,1380.19,Engineering,true,2025-01-21T19:00:00Z,2025-01-21T19:03:00Z,2025-01-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_24,exp_000024,2025-01-13,Paid Media,Paid Media Vendor 04,1131.02,Marketing,false,2025-01-13T19:00:00Z,2025-01-13T19:03:00Z,2025-01-13T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_25,exp_000025,2025-01-19,Professional Services,Professional Services Vendor 18,1401.45,Finance,false,2025-01-19T19:00:00Z,2025-01-19T19:03:00Z,2025-01-19T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_26,exp_000026,2025-01-28,Cloud Hosting,Cloud Hosting Vendor 06,2258.04,Engineering,true,2025-01-28T19:00:00Z,2025-01-28T19:03:00Z,2025-01-28T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_27,exp_000027,2025-01-04,Office,Office Vendor 01,374.23,Operations,false,2025-01-04T19:00:00Z,2025-01-04T19:03:00Z,2025-01-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_28,exp_000028,2025-01-04,Software,Software Vendor 09,687.41,Engineering,true,2025-01-04T19:00:00Z,2025-01-04T19:03:00Z,2025-01-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_29,exp_000029,2025-01-02,Travel,Travel Vendor 13,1866.62,Sales,false,2025-01-02T19:00:00Z,2025-01-02T19:03:00Z,2025-01-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_30,exp_000030,2025-01-08,Professional Services,Professional Services Vendor 03,1070.63,Finance,false,2025-01-08T19:00:00Z,2025-01-08T19:03:00Z,2025-01-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_31,exp_000031,2025-01-10,Software,Software Vendor 13,381.96,Engineering,true,2025-01-10T19:00:00Z,2025-01-10T19:03:00Z,2025-01-10T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_32,exp_000032,2025-01-23,Office,Office Vendor 04,332.87,Operations,false,2025-01-23T19:00:00Z,2025-01-23T19:03:00Z,2025-01-23T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_33,exp_000033,2025-01-23,Paid Media,Paid Media Vendor 09,1181.3,Marketing,false,2025-01-23T19:00:00Z,2025-01-23T19:03:00Z,2025-01-23T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_34,exp_000034,2025-01-01,Contractors,Contractors Vendor 04,3474.49,Operations,false,2025-01-01T19:00:00Z,2025-01-01T19:03:00Z,2025-01-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_35,exp_000035,2025-01-01,Software,Software Vendor 09,574.07,Engineering,true,2025-01-01T19:00:00Z,2025-01-01T19:03:00Z,2025-01-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_36,exp_000036,2025-01-12,Professional Services,Professional Services Vendor 02,1144.66,Finance,false,2025-01-12T19:00:00Z,2025-01-12T19:03:00Z,2025-01-12T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_37,exp_000037,2025-01-16,Payroll,Payroll Vendor 07,10057.81,People,true,2025-01-16T19:00:00Z,2025-01-16T19:03:00Z,2025-01-16T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_38,exp_000038,2025-01-12,Paid Media,Paid Media Vendor 09,1274.64,Marketing,false,2025-01-12T19:00:00Z,2025-01-12T19:03:00Z,2025-01-12T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_39,exp_000039,2025-01-28,Cloud Hosting,Cloud Hosting Vendor 01,2474.65,Engineering,true,2025-01-28T19:00:00Z,2025-01-28T19:03:00Z,2025-01-28T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_40,exp_000040,2025-01-15,Payroll,Payroll Vendor 18,14735.56,People,true,2025-01-15T19:00:00Z,2025-01-15T19:03:00Z,2025-01-15T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_41,exp_000041,2025-01-11,Software,Software Vendor 08,1372.31,Engineering,true,2025-01-11T19:00:00Z,2025-01-11T19:03:00Z,2025-01-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_42,exp_000042,2025-01-18,Office,Office Vendor 05,856.86,Operations,false,2025-01-18T19:00:00Z,2025-01-18T19:03:00Z,2025-01-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_43,exp_000043,2025-01-22,Paid Media,Paid Media Vendor 01,1391.54,Marketing,false,2025-01-22T19:00:00Z,2025-01-22T19:03:00Z,2025-01-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_44,exp_000044,2025-01-01,Travel,Travel Vendor 02,1176.09,Sales,false,2025-01-01T19:00:00Z,2025-01-01T19:03:00Z,2025-01-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_45,exp_000045,2025-01-28,Professional Services,Professional Services Vendor 17,1022.02,Finance,false,2025-01-28T19:00:00Z,2025-01-28T19:03:00Z,2025-01-28T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_46,exp_000046,2025-01-13,Travel,Travel Vendor 04,1083.35,Sales,false,2025-01-13T19:00:00Z,2025-01-13T19:03:00Z,2025-01-13T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_47,exp_000047,2025-01-25,Paid Media,Paid Media Vendor 06,2054.02,Marketing,false,2025-01-25T19:00:00Z,2025-01-25T19:03:00Z,2025-01-25T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_48,exp_000048,2025-01-08,Office,Office Vendor 11,320.45,Operations,false,2025-01-08T19:00:00Z,2025-01-08T19:03:00Z,2025-01-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_49,exp_000049,2025-01-16,Contractors,Contractors Vendor 12,1699.85,Operations,false,2025-01-16T19:00:00Z,2025-01-16T19:03:00Z,2025-01-16T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_50,exp_000050,2025-01-20,Paid Media,Paid Media Vendor 15,1354.6,Marketing,false,2025-01-20T19:00:00Z,2025-01-20T19:03:00Z,2025-01-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_51,exp_000051,2025-01-17,Software,Software Vendor 17,1675.29,Engineering,true,2025-01-17T19:00:00Z,2025-01-17T19:03:00Z,2025-01-17T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_52,exp_000052,2025-01-25,Cloud Hosting,Cloud Hosting Vendor 13,2135.31,Engineering,true,2025-01-25T19:00:00Z,2025-01-25T19:03:00Z,2025-01-25T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_53,exp_000053,2025-01-10,Payroll,Payroll Vendor 15,5530.68,People,true,2025-01-10T19:00:00Z,2025-01-10T19:03:00Z,2025-01-10T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_54,exp_000054,2025-01-10,Contractors,Contractors Vendor 13,1677.96,Operations,false,2025-01-10T19:00:00Z,2025-01-10T19:03:00Z,2025-01-10T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_55,exp_000055,2025-01-18,Contractors,Contractors Vendor 16,1564.6,Operations,false,2025-01-18T19:00:00Z,2025-01-18T19:03:00Z,2025-01-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_56,exp_000056,2025-01-20,Software,Software Vendor 05,420.04,Engineering,true,2025-01-20T19:00:00Z,2025-01-20T19:03:00Z,2025-01-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_57,exp_000057,2025-01-11,Paid Media,Paid Media Vendor 17,2571.84,Marketing,false,2025-01-11T19:00:00Z,2025-01-11T19:03:00Z,2025-01-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_58,exp_000058,2025-01-07,Contractors,Contractors Vendor 08,3126.62,Operations,false,2025-01-07T19:00:00Z,2025-01-07T19:03:00Z,2025-01-07T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_59,exp_000059,2025-01-01,Office,Office Vendor 14,498.91,Operations,false,2025-01-01T19:00:00Z,2025-01-01T19:03:00Z,2025-01-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_60,exp_000060,2025-01-18,Paid Media,Paid Media Vendor 04,2207.38,Marketing,false,2025-01-18T19:00:00Z,2025-01-18T19:03:00Z,2025-01-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_61,exp_000061,2025-01-19,Software,Software Vendor 16,1556.9,Engineering,true,2025-01-19T19:00:00Z,2025-01-19T19:03:00Z,2025-01-19T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_62,exp_000062,2025-01-12,Contractors,Contractors Vendor 14,7560.49,Operations,false,2025-01-12T19:00:00Z,2025-01-12T19:03:00Z,2025-01-12T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_63,exp_000063,2025-01-28,Payroll,Payroll Vendor 18,9154.56,People,true,2025-01-28T19:00:00Z,2025-01-28T19:03:00Z,2025-01-28T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_64,exp_000064,2025-01-17,Office,Office Vendor 06,905.29,Operations,false,2025-01-17T19:00:00Z,2025-01-17T19:03:00Z,2025-01-17T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_65,exp_000065,2025-01-20,Professional Services,Professional Services Vendor 14,1939.95,Finance,false,2025-01-20T19:00:00Z,2025-01-20T19:03:00Z,2025-01-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_66,exp_000066,2025-02-11,Contractors,Contractors Vendor 05,3989.99,Operations,false,2025-02-11T19:00:00Z,2025-02-11T19:03:00Z,2025-02-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_67,exp_000067,2025-02-16,Professional Services,Professional Services Vendor 04,1319.84,Finance,false,2025-02-16T19:00:00Z,2025-02-16T19:03:00Z,2025-02-16T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_68,exp_000068,2025-02-04,Contractors,Contractors Vendor 10,3332.5,Operations,false,2025-02-04T19:00:00Z,2025-02-04T19:03:00Z,2025-02-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_69,exp_000069,2025-02-22,Contractors,Contractors Vendor 04,2282.48,Operations,false,2025-02-22T19:00:00Z,2025-02-22T19:03:00Z,2025-02-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_70,exp_000070,2025-02-18,Cloud Hosting,Cloud Hosting Vendor 10,2606.94,Engineering,true,2025-02-18T19:00:00Z,2025-02-18T19:03:00Z,2025-02-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_71,exp_000071,2025-02-24,Payroll,Payroll Vendor 15,34003.42,People,true,2025-02-24T19:00:00Z,2025-02-24T19:03:00Z,2025-02-24T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_72,exp_000072,2025-02-18,Payroll,Payroll Vendor 13,8788.35,People,true,2025-02-18T19:00:00Z,2025-02-18T19:03:00Z,2025-02-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_73,exp_000073,2025-02-16,Cloud Hosting,Cloud Hosting Vendor 18,3106.53,Engineering,true,2025-02-16T19:00:00Z,2025-02-16T19:03:00Z,2025-02-16T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_74,exp_000074,2025-02-22,Software,Software Vendor 09,1006.75,Engineering,true,2025-02-22T19:00:00Z,2025-02-22T19:03:00Z,2025-02-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_75,exp_000075,2025-02-15,Software,Software Vendor 12,854.76,Engineering,true,2025-02-15T19:00:00Z,2025-02-15T19:03:00Z,2025-02-15T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_76,exp_000076,2025-02-20,Travel,Travel Vendor 06,1370.29,Sales,false,2025-02-20T19:00:00Z,2025-02-20T19:03:00Z,2025-02-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_77,exp_000077,2025-02-21,Cloud Hosting,Cloud Hosting Vendor 15,3034.35,Engineering,true,2025-02-21T19:00:00Z,2025-02-21T19:03:00Z,2025-02-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_78,exp_000078,2025-02-14,Travel,Travel Vendor 13,2551.56,Sales,false,2025-02-14T19:00:00Z,2025-02-14T19:03:00Z,2025-02-14T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_79,exp_000079,2025-02-04,Travel,Travel Vendor 16,1698.88,Sales,false,2025-02-04T19:00:00Z,2025-02-04T19:03:00Z,2025-02-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_80,exp_000080,2025-02-10,Payroll,Payroll Vendor 07,10754.63,People,true,2025-02-10T19:00:00Z,2025-02-10T19:03:00Z,2025-02-10T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_81,exp_000081,2025-02-25,Professional Services,Professional Services Vendor 12,590.28,Finance,false,2025-02-25T19:00:00Z,2025-02-25T19:03:00Z,2025-02-25T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_82,exp_000082,2025-02-13,Payroll,Payroll Vendor 05,15736.7,People,true,2025-02-13T19:00:00Z,2025-02-13T19:03:00Z,2025-02-13T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_83,exp_000083,2025-02-08,Payroll,Payroll Vendor 15,12622.72,People,true,2025-02-08T19:00:00Z,2025-02-08T19:03:00Z,2025-02-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_84,exp_000084,2025-02-03,Travel,Travel Vendor 14,2328.77,Sales,false,2025-02-03T19:00:00Z,2025-02-03T19:03:00Z,2025-02-03T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_85,exp_000085,2025-02-23,Software,Software Vendor 02,686.02,Engineering,true,2025-02-23T19:00:00Z,2025-02-23T19:03:00Z,2025-02-23T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_86,exp_000086,2025-02-12,Travel,Travel Vendor 08,1211.2,Sales,false,2025-02-12T19:00:00Z,2025-02-12T19:03:00Z,2025-02-12T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_87,exp_000087,2025-02-20,Travel,Travel Vendor 06,1671.36,Sales,false,2025-02-20T19:00:00Z,2025-02-20T19:03:00Z,2025-02-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_88,exp_000088,2025-02-20,Software,Software Vendor 06,681.3,Engineering,true,2025-02-20T19:00:00Z,2025-02-20T19:03:00Z,2025-02-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_89,exp_000089,2025-02-21,Travel,Travel Vendor 12,1389.68,Sales,false,2025-02-21T19:00:00Z,2025-02-21T19:03:00Z,2025-02-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_90,exp_000090,2025-02-11,Travel,Travel Vendor 02,1629.0,Sales,false,2025-02-11T19:00:00Z,2025-02-11T19:03:00Z,2025-02-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_91,exp_000091,2025-02-10,Travel,Travel Vendor 15,1710.6,Sales,false,2025-02-10T19:00:00Z,2025-02-10T19:03:00Z,2025-02-10T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_92,exp_000092,2025-02-27,Software,Software Vendor 04,2502.23,Engineering,true,2025-02-27T19:00:00Z,2025-02-27T19:03:00Z,2025-02-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_93,exp_000093,2025-02-20,Software,Software Vendor 13,858.41,Engineering,true,2025-02-20T19:00:00Z,2025-02-20T19:03:00Z,2025-02-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_94,exp_000094,2025-02-08,Professional Services,Professional Services Vendor 08,1104.24,Finance,false,2025-02-08T19:00:00Z,2025-02-08T19:03:00Z,2025-02-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_95,exp_000095,2025-02-01,Professional Services,Professional Services Vendor 07,2386.64,Finance,false,2025-02-01T19:00:00Z,2025-02-01T19:03:00Z,2025-02-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_96,exp_000096,2025-02-07,Software,Software Vendor 12,755.82,Engineering,true,2025-02-07T19:00:00Z,2025-02-07T19:03:00Z,2025-02-07T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_97,exp_000097,2025-02-27,Travel,Travel Vendor 05,1163.18,Sales,false,2025-02-27T19:00:00Z,2025-02-27T19:03:00Z,2025-02-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_98,exp_000098,2025-02-21,Travel,Travel Vendor 14,1826.7,Sales,false,2025-02-21T19:00:00Z,2025-02-21T19:03:00Z,2025-02-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_99,exp_000099,2025-02-03,Software,Software Vendor 16,2170.67,Engineering,true,2025-02-03T19:00:00Z,2025-02-03T19:03:00Z,2025-02-03T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_100,exp_000100,2025-02-26,Contractors,Contractors Vendor 16,2577.09,Operations,false,2025-02-26T19:00:00Z,2025-02-26T19:03:00Z,2025-02-26T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_101,exp_000101,2025-02-27,Contractors,Contractors Vendor 01,2379.17,Operations,false,2025-02-27T19:00:00Z,2025-02-27T19:03:00Z,2025-02-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_102,exp_000102,2025-02-14,Paid Media,Paid Media Vendor 02,1870.43,Marketing,false,2025-02-14T19:00:00Z,2025-02-14T19:03:00Z,2025-02-14T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_103,exp_000103,2025-02-13,Software,Software Vendor 04,1016.75,Engineering,true,2025-02-13T19:00:00Z,2025-02-13T19:03:00Z,2025-02-13T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_104,exp_000104,2025-02-11,Professional Services,Professional Services Vendor 01,2358.21,Finance,false,2025-02-11T19:00:00Z,2025-02-11T19:03:00Z,2025-02-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_105,exp_000105,2025-02-08,Travel,Travel Vendor 18,1415.21,Sales,false,2025-02-08T19:00:00Z,2025-02-08T19:03:00Z,2025-02-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_106,exp_000106,2025-02-06,Travel,Travel Vendor 16,729.0,Sales,false,2025-02-06T19:00:00Z,2025-02-06T19:03:00Z,2025-02-06T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_107,exp_000107,2025-02-24,Office,Office Vendor 09,389.5,Operations,false,2025-02-24T19:00:00Z,2025-02-24T19:03:00Z,2025-02-24T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_108,exp_000108,2025-02-02,Office,Office Vendor 15,688.64,Operations,false,2025-02-02T19:00:00Z,2025-02-02T19:03:00Z,2025-02-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_109,exp_000109,2025-02-27,Payroll,Payroll Vendor 03,9591.89,People,true,2025-02-27T19:00:00Z,2025-02-27T19:03:00Z,2025-02-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_110,exp_000110,2025-02-22,Contractors,Contractors Vendor 09,3738.13,Operations,false,2025-02-22T19:00:00Z,2025-02-22T19:03:00Z,2025-02-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_111,exp_000111,2025-02-01,Travel,Travel Vendor 09,1305.61,Sales,false,2025-02-01T19:00:00Z,2025-02-01T19:03:00Z,2025-02-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_112,exp_000112,2025-02-02,Contractors,Contractors Vendor 03,5116.23,Operations,false,2025-02-02T19:00:00Z,2025-02-02T19:03:00Z,2025-02-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_113,exp_000113,2025-02-22,Software,Software Vendor 14,425.15,Engineering,true,2025-02-22T19:00:00Z,2025-02-22T19:03:00Z,2025-02-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_114,exp_000114,2025-02-04,Cloud Hosting,Cloud Hosting Vendor 11,1078.17,Engineering,true,2025-02-04T19:00:00Z,2025-02-04T19:03:00Z,2025-02-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_115,exp_000115,2025-02-27,Software,Software Vendor 05,1875.49,Engineering,true,2025-02-27T19:00:00Z,2025-02-27T19:03:00Z,2025-02-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_116,exp_000116,2025-02-18,Professional Services,Professional Services Vendor 02,3583.91,Finance,false,2025-02-18T19:00:00Z,2025-02-18T19:03:00Z,2025-02-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_117,exp_000117,2025-02-12,Cloud Hosting,Cloud Hosting Vendor 01,2721.68,Engineering,true,2025-02-12T19:00:00Z,2025-02-12T19:03:00Z,2025-02-12T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_118,exp_000118,2025-02-20,Paid Media,Paid Media Vendor 14,1581.14,Marketing,false,2025-02-20T19:00:00Z,2025-02-20T19:03:00Z,2025-02-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_119,exp_000119,2025-02-21,Travel,Travel Vendor 12,2562.69,Sales,false,2025-02-21T19:00:00Z,2025-02-21T19:03:00Z,2025-02-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_120,exp_000120,2025-02-05,Software,Software Vendor 02,605.92,Engineering,true,2025-02-05T19:00:00Z,2025-02-05T19:03:00Z,2025-02-05T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_121,exp_000121,2025-02-01,Office,Office Vendor 13,945.39,Operations,false,2025-02-01T19:00:00Z,2025-02-01T19:03:00Z,2025-02-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_122,exp_000122,2025-02-26,Office,Office Vendor 18,511.22,Operations,false,2025-02-26T19:00:00Z,2025-02-26T19:03:00Z,2025-02-26T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_123,exp_000123,2025-02-13,Payroll,Payroll Vendor 11,17104.64,People,true,2025-02-13T19:00:00Z,2025-02-13T19:03:00Z,2025-02-13T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_124,exp_000124,2025-02-23,Payroll,Payroll Vendor 04,11259.28,People,true,2025-02-23T19:00:00Z,2025-02-23T19:03:00Z,2025-02-23T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_125,exp_000125,2025-02-18,Cloud Hosting,Cloud Hosting Vendor 09,1630.79,Engineering,true,2025-02-18T19:00:00Z,2025-02-18T19:03:00Z,2025-02-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_126,exp_000126,2025-02-27,Payroll,Payroll Vendor 10,14210.89,People,true,2025-02-27T19:00:00Z,2025-02-27T19:03:00Z,2025-02-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_127,exp_000127,2025-02-02,Contractors,Contractors Vendor 07,2315.18,Operations,false,2025-02-02T19:00:00Z,2025-02-02T19:03:00Z,2025-02-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_128,exp_000128,2025-02-11,Paid Media,Paid Media Vendor 05,1219.9,Marketing,false,2025-02-11T19:00:00Z,2025-02-11T19:03:00Z,2025-02-11T19:06:00Z
