organization_id,source_system,source_record_id,subscription_id,customer_id,plan,monthly_recurring_revenue_usd,status,start_date,cancel_date,source_updated_at,ingested_at,normalized_at
org_northstar_001,stripe,stripe_subscription_31,sub_00031,cus_00031,Starter,499,active,2025-02-05,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_32,sub_00032,cus_00032,Starter,499,canceled,2025-02-09,2026-03-22,2026-03-22T15:00:00Z,2026-03-22T15:03:00Z,2026-03-22T15:05:00Z
org_northstar_001,stripe,stripe_subscription_33,sub_00033,cus_00033,Growth,999,canceled,2025-02-11,2025-08-15,2025-08-15T15:00:00Z,2025-08-15T15:03:00Z,2025-08-15T15:05:00Z
org_northstar_001,stripe,stripe_subscription_34,sub_00034,cus_00034,Growth,999,active,2025-02-14,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_35,sub_00035,cus_00035,Growth,999,active,2025-02-27,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_36,sub_00036,cus_00036,Enterprise,3999,active,2025-02-22,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_37,sub_00037,cus_00037,Starter,499,active,2025-02-11,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_38,sub_00038,cus_00038,Scale,1999,active,2025-02-05,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_39,sub_00039,cus_00039,Growth,999,active,2025-02-02,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_40,sub_00040,cus_00040,Starter,499,active,2025-02-07,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_41,sub_00041,cus_00041,Growth,999,active,2025-02-20,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_42,sub_00042,cus_00042,Starter,499,active,2025-02-17,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_43,sub_00043,cus_00043,Starter,499,active,2025-02-22,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_44,sub_00044,cus_00044,Enterprise,3999,canceled,2025-02-23,2025-08-05,2025-08-05T15:00:00Z,2025-08-05T15:03:00Z,2025-08-05T15:05:00Z
org_northstar_001,stripe,stripe_subscription_45,sub_00045,cus_00045,Starter,499,active,2025-02-08,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_46,sub_00046,cus_00046,Growth,999,active,2025-02-02,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_47,sub_00047,cus_00047,Growth,999,active,2025-02-17,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_48,sub_00048,cus_00048,Growth,999,active,2025-02-02,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_49,sub_00049,cus_00049,Starter,499,active,2025-03-03,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_50,sub_00050,cus_00050,Starter,499,active,2025-03-24,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_51,sub_00051,cus_00051,Enterprise,3999,active,2025-03-08,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_52,sub_00052,cus_00052,Enterprise,3999,active,2025-03-16,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_53,sub_00053,cus_00053,Growth,999,active,2025-03-28,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_54,sub_00054,cus_00054,Growth,999,active,2025-03-10,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_55,sub_00055,cus_00055,Starter,499,active,2025-03-07,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_56,sub_00056,cus_00056,Scale,1999,active,2025-03-26,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_57,sub_00057,cus_00057,Scale,1999,active,2025-03-04,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_58,sub_00058,cus_00058,Starter,499,active,2025-03-19,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_59,sub_00059,cus_00059,Scale,1999,active,2025-03-20,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_60,sub_00060,cus_00060,Growth,999,active,2025-03-07,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_61,sub_00061,cus_00061,Scale,1999,canceled,2025-03-22,2026-04-12,2026-04-12T15:00:00Z,2026-04-12T15:03:00Z,2026-04-12T15:05:00Z
org_northstar_001,stripe,stripe_subscription_62,sub_00062,cus_00062,Scale,1999,active,2025-03-24,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_63,sub_00063,cus_00063,Starter,499,active,2025-03-09,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_64,sub_00064,cus_00064,Growth,999,active,2025-03-13,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_65,sub_00065,cus_00065,Scale,1999,active,2025-03-24,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_66,sub_00066,cus_00066,Starter,499,active,2025-03-14,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_67,sub_00067,cus_00067,Enterprise,3999,active,2025-03-18,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_68,sub_00068,cus_00068,Growth,999,active,2025-03-15,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_69,sub_00069,cus_00069,Starter,499,active,2025-03-08,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_70,sub_00070,cus_00070,Starter,499,active,2025-03-19,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_71,sub_00071,cus_00071,Growth,999,active,2025-03-06,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_72,sub_00072,cus_00072,Growth,999,active,2025-03-17,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_73,sub_00073,cus_00073,Growth,999,active,2025-04-12,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_74,sub_00074,cus_00074,Scale,1999,active,2025-04-20,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_75,sub_00075,cus_00075,Growth,999,active,2025-04-27,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_76,sub_00076,cus_00076,Growth,999,active,2025-04-20,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_77,sub_00077,cus_00077,Starter,499,active,2025-04-09,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_78,sub_00078,cus_00078,Growth,999,active,2025-04-10,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_79,sub_00079,cus_00079,Growth,999,canceled,2025-04-27,2025-10-01,2025-10-01T15:00:00Z,2025-10-01T15:03:00Z,2025-10-01T15:05:00Z
org_northstar_001,stripe,stripe_subscription_80,sub_00080,cus_00080,Scale,1999,active,2025-04-10,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_81,sub_00081,cus_00081,Growth,999,active,2025-04-13,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_82,sub_00082,cus_00082,Scale,1999,active,2025-04-01,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_83,sub_00083,cus_00083,Growth,999,active,2025-04-20,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_84,sub_00084,cus_00084,Growth,999,canceled,2025-04-13,2026-06-22,2026-06-22T15:00:00Z,2026-06-22T15:03:00Z,2026-06-22T15:05:00Z
org_northstar_001,stripe,stripe_subscription_85,sub_00085,cus_00085,Growth,999,active,2025-04-14,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_86,sub_00086,cus_00086,Starter,499,active,2025-04-24,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_87,sub_00087,cus_00087,Growth,999,active,2025-04-26,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_88,sub_00088,cus_00088,Starter,499,active,2025-04-23,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_89,sub_00089,cus_00089,Scale,1999,canceled,2025-04-23,2025-12-26,2025-12-26T15:00:00Z,2025-12-26T15:03:00Z,2025-12-26T15:05:00Z
org_northstar_001,stripe,stripe_subscription_90,sub_00090,cus_00090,Starter,499,active,2025-04-04,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_91,sub_00091,cus_00091,Growth,999,active,2025-04-19,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_92,sub_00092,cus_00092,Scale,1999,active,2025-04-13,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_93,sub_00093,cus_00093,Starter,499,active,2025-04-16,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_94,sub_00094,cus_00094,Enterprise,3999,active,2025-04-23,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_95,sub_00095,cus_00095,Growth,999,active,2025-04-25,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_96,sub_00096,cus_00096,Enterprise,3999,active,2025-04-03,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_97,sub_00097,cus_00097,Enterprise,3999,canceled,2025-05-17,2026-03-16,2026-03-16T15:00:00Z,2026-03-16T15:03:00Z,2026-03-16T15:05:00Z
org_northstar_001,stripe,stripe_subscription_98,sub_00098,cus_00098,Growth,999,active,2025-05-04,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_99,sub_00099,cus_00099,Scale,1999,active,2025-05-03,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_100,sub_00100,cus_00100,Growth,999,active,2025-05-02,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_101,sub_00101,cus_00101,Starter,499,active,2025-05-13,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_102,sub_00102,cus_00102,Starter,499,active,2025-05-12,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_103,sub_00103,cus_00103,Starter,499,active,2025-05-08,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_104,sub_00104,cus_00104,Starter,499,active,2025-05-05,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_105,sub_00105,cus_00105,Growth,999,active,2025-05-05,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_106,sub_00106,cus_00106,Enterprise,3999,active,2025-05-03,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_107,sub_00107,cus_00107,Scale,1999,active,2025-05-15,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_108,sub_00108,cus_00108,Growth,999,active,2025-05-19,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_109,sub_00109,cus_00109,Scale,1999,active,2025-05-25,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_110,sub_00110,cus_00110,Growth,999,active,2025-05-03,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_111,sub_00111,cus_00111,Growth,999,canceled,2025-05-06,2025-12-16,2025-12-16T15:00:00Z,2025-12-16T15:03:00Z,2025-12-16T15:05:00Z
org_northstar_001,stripe,stripe_subscription_112,sub_00112,cus_00112,Enterprise,3999,active,2025-05-27,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_113,sub_00113,cus_00113,Starter,499,active,2025-05-24,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_114,sub_00114,cus_00114,Starter,499,active,2025-05-04,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_115,sub_00115,cus_00115,Growth,999,active,2025-05-04,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_116,sub_00116,cus_00116,Scale,1999,active,2025-05-19,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_117,sub_00117,cus_00117,Growth,999,active,2025-05-22,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_118,sub_00118,cus_00118,Scale,1999,canceled,2025-05-08,2025-11-20,2025-11-20T15:00:00Z,2025-11-20T15:03:00Z,2025-11-20T15:05:00Z
org_northstar_001,stripe,stripe_subscription_119,sub_00119,cus_00119,Growth,999,active,2025-05-01,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_120,sub_00120,cus_00120,Scale,1999,active,2025-05-21,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_121,sub_00121,cus_00121,Scale,1999,active,2025-06-20,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_122,sub_00122,cus_00122,Scale,1999,canceled,2025-06-10,2026-03-09,2026-03-09T15:00:00Z,2026-03-09T15:03:00Z,2026-03-09T15:05:00Z
org_northstar_001,stripe,stripe_subscription_123,sub_00123,cus_00123,Scale,1999,active,2025-06-07,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_124,sub_00124,cus_00124,Scale,1999,active,2025-06-07,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_125,sub_00125,cus_00125,Growth,999,active,2025-06-23,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_126,sub_00126,cus_00126,Scale,1999,active,2025-06-24,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_127,sub_00127,cus_00127,Starter,499,active,2025-06-26,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_128,sub_00128,cus_00128,Growth,999,active,2025-06-17,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_129,sub_00129,cus_00129,Growth,999,active,2025-06-01,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_130,sub_00130,cus_00130,Growth,999,active,2025-06-11,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_131,sub_00131,cus_00131,Starter,499,active,2025-06-18,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_132,sub_00132,cus_00132,Starter,499,active,2025-06-23,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_133,sub_00133,cus_00133,Starter,499,active,2025-06-25,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_134,sub_00134,cus_00134,Enterprise,3999,active,2025-06-26,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_135,sub_00135,cus_00135,Starter,499,active,2025-06-13,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_136,sub_00136,cus_00136,Starter,499,canceled,2025-06-16,2026-02-17,2026-02-17T15:00:00Z,2026-02-17T15:03:00Z,2026-02-17T15:05:00Z
org_northstar_001,stripe,stripe_subscription_137,sub_00137,cus_00137,Starter,499,active,2025-06-28,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_138,sub_00138,cus_00138,Starter,499,active,2025-06-07,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_139,sub_00139,cus_00139,Starter,499,active,2025-06-23,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_140,sub_00140,cus_00140,Starter,499,active,2025-06-27,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_141,sub_00141,cus_00141,Scale,1999,active,2025-06-22,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_142,sub_00142,cus_00142,Starter,499,active,2025-06-24,,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
org_northstar_001,stripe,stripe_subscription_143,sub_00143,cus_00143,Growth,999,canceled,2025-06-14,2026-08-31,2026-08-31T15:00:00Z,2026-08-31T15:03:00Z,2026-08-31T15:05:00Z
