organization_id,source_system,source_record_id,payment_id,customer_id,subscription_id,payment_date,amount_usd,status,payment_method,refund_amount_usd,source_updated_at,ingested_at,normalized_at
org_northstar_001,stripe,stripe_payment_11,pay_000011,cus_00001,sub_00001,2025-11-02,3999,succeeded,card,0,2025-11-02T16:00:00Z,2025-11-02T16:02:00Z,2025-11-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_12,pay_000012,cus_00001,sub_00001,2025-12-02,3999,failed,card,0,2025-12-02T16:00:00Z,2025-12-02T16:02:00Z,2025-12-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_13,pay_000013,cus_00001,sub_00001,2026-01-03,3999,succeeded,ach,0,2026-01-03T16:00:00Z,2026-01-03T16:02:00Z,2026-01-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_14,pay_000014,cus_00001,sub_00001,2026-02-04,3999,succeeded,ach,0,2026-02-04T16:00:00Z,2026-02-04T16:02:00Z,2026-02-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_15,pay_000015,cus_00001,sub_00001,2026-03-01,3999,succeeded,ach,0,2026-03-01T16:00:00Z,2026-03-01T16:02:00Z,2026-03-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_16,pay_000016,cus_00001,sub_00001,2026-04-03,3999,succeeded,ach,0,2026-04-03T16:00:00Z,2026-04-03T16:02:00Z,2026-04-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_17,pay_000017,cus_00001,sub_00001,2026-05-01,3999,succeeded,ach,0,2026-05-01T16:00:00Z,2026-05-01T16:02:00Z,2026-05-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_18,pay_000018,cus_00001,sub_00001,2026-06-05,3999,succeeded,card,0,2026-06-05T16:00:00Z,2026-06-05T16:02:00Z,2026-06-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_19,pay_000019,cus_00001,sub_00001,2026-07-05,3999,succeeded,ach,0,2026-07-05T16:00:00Z,2026-07-05T16:02:00Z,2026-07-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_20,pay_000020,cus_00001,sub_00001,2026-08-02,3999,succeeded,ach,0,2026-08-02T16:00:00Z,2026-08-02T16:02:00Z,2026-08-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_21,pay_000021,cus_00002,sub_00002,2025-01-07,1999,succeeded,card,0,2025-01-07T16:00:00Z,2025-01-07T16:02:00Z,2025-01-07T16:04:00Z
org_northstar_001,stripe,stripe_payment_22,pay_000022,cus_00002,sub_00002,2025-02-01,1999,succeeded,ach,0,2025-02-01T16:00:00Z,2025-02-01T16:02:00Z,2025-02-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_23,pay_000023,cus_00002,sub_00002,2025-03-05,1999,succeeded,ach,0,2025-03-05T16:00:00Z,2025-03-05T16:02:00Z,2025-03-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_24,pay_000024,cus_00002,sub_00002,2025-04-02,1999,succeeded,card,0,2025-04-02T16:00:00Z,2025-04-02T16:02:00Z,2025-04-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_25,pay_000025,cus_00002,sub_00002,2025-05-02,1999,succeeded,card,0,2025-05-02T16:00:00Z,2025-05-02T16:02:00Z,2025-05-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_26,pay_000026,cus_00002,sub_00002,2025-06-02,1999,succeeded,ach,0,2025-06-02T16:00:00Z,2025-06-02T16:02:00Z,2025-06-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_27,pay_000027,cus_00002,sub_00002,2025-07-01,1999,succeeded,ach,0,2025-07-01T16:00:00Z,2025-07-01T16:02:00Z,2025-07-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_28,pay_000028,cus_00002,sub_00002,2025-08-03,1999,succeeded,card,0,2025-08-03T16:00:00Z,2025-08-03T16:02:00Z,2025-08-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_29,pay_000029,cus_00002,sub_00002,2025-09-02,1999,succeeded,card,0,2025-09-02T16:00:00Z,2025-09-02T16:02:00Z,2025-09-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_30,pay_000030,cus_00002,sub_00002,2025-10-05,1999,failed,ach,0,2025-10-05T16:00:00Z,2025-10-05T16:02:00Z,2025-10-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_31,pay_000031,cus_00002,sub_00002,2025-11-04,1999,succeeded,ach,0,2025-11-04T16:00:00Z,2025-11-04T16:02:00Z,2025-11-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_32,pay_000032,cus_00002,sub_00002,2025-12-02,1999,succeeded,card,0,2025-12-02T16:00:00Z,2025-12-02T16:02:00Z,2025-12-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_33,pay_000033,cus_00002,sub_00002,2026-01-02,1999,succeeded,ach,0,2026-01-02T16:00:00Z,2026-01-02T16:02:00Z,2026-01-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_34,pay_000034,cus_00002,sub_00002,2026-02-03,1999,succeeded,card,0,2026-02-03T16:00:00Z,2026-02-03T16:02:00Z,2026-02-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_35,pay_000035,cus_00002,sub_00002,2026-03-03,1999,succeeded,ach,0,2026-03-03T16:00:00Z,2026-03-03T16:02:00Z,2026-03-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_36,pay_000036,cus_00002,sub_00002,2026-04-02,1999,succeeded,card,0,2026-04-02T16:00:00Z,2026-04-02T16:02:00Z,2026-04-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_37,pay_000037,cus_00002,sub_00002,2026-05-02,1999,succeeded,card,0,2026-05-02T16:00:00Z,2026-05-02T16:02:00Z,2026-05-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_38,pay_000038,cus_00002,sub_00002,2026-06-05,1999,succeeded,ach,0,2026-06-05T16:00:00Z,2026-06-05T16:02:00Z,2026-06-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_39,pay_000039,cus_00002,sub_00002,2026-07-04,1999,succeeded,ach,0,2026-07-04T16:00:00Z,2026-07-04T16:02:00Z,2026-07-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_40,pay_000040,cus_00002,sub_00002,2026-08-04,1999,succeeded,ach,0,2026-08-04T16:00:00Z,2026-08-04T16:02:00Z,2026-08-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_41,pay_000041,cus_00003,sub_00003,2025-01-06,999,succeeded,card,0,2025-01-06T16:00:00Z,2025-01-06T16:02:00Z,2025-01-06T16:04:00Z
org_northstar_001,stripe,stripe_payment_42,pay_000042,cus_00003,sub_00003,2025-02-01,999,succeeded,ach,0,2025-02-01T16:00:00Z,2025-02-01T16:02:00Z,2025-02-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_43,pay_000043,cus_00003,sub_00003,2025-03-01,999,succeeded,card,0,2025-03-01T16:00:00Z,2025-03-01T16:02:00Z,2025-03-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_44,pay_000044,cus_00003,sub_00003,2025-04-04,999,succeeded,card,0,2025-04-04T16:00:00Z,2025-04-04T16:02:00Z,2025-04-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_45,pay_000045,cus_00003,sub_00003,2025-05-01,999,succeeded,ach,0,2025-05-01T16:00:00Z,2025-05-01T16:02:00Z,2025-05-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_46,pay_000046,cus_00003,sub_00003,2025-06-05,999,succeeded,card,0,2025-06-05T16:00:00Z,2025-06-05T16:02:00Z,2025-06-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_47,pay_000047,cus_00003,sub_00003,2025-07-03,999,succeeded,card,0,2025-07-03T16:00:00Z,2025-07-03T16:02:00Z,2025-07-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_48,pay_000048,cus_00003,sub_00003,2025-08-05,999,succeeded,ach,0,2025-08-05T16:00:00Z,2025-08-05T16:02:00Z,2025-08-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_49,pay_000049,cus_00003,sub_00003,2025-09-04,999,succeeded,ach,0,2025-09-04T16:00:00Z,2025-09-04T16:02:00Z,2025-09-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_50,pay_000050,cus_00003,sub_00003,2025-10-04,999,succeeded,ach,0,2025-10-04T16:00:00Z,2025-10-04T16:02:00Z,2025-10-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_51,pay_000051,cus_00004,sub_00004,2025-01-19,999,succeeded,ach,0,2025-01-19T16:00:00Z,2025-01-19T16:02:00Z,2025-01-19T16:04:00Z
org_northstar_001,stripe,stripe_payment_52,pay_000052,cus_00004,sub_00004,2025-02-02,999,succeeded,ach,0,2025-02-02T16:00:00Z,2025-02-02T16:02:00Z,2025-02-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_53,pay_000053,cus_00004,sub_00004,2025-03-05,999,succeeded,card,0,2025-03-05T16:00:00Z,2025-03-05T16:02:00Z,2025-03-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_54,pay_000054,cus_00004,sub_00004,2025-04-04,999,succeeded,ach,0,2025-04-04T16:00:00Z,2025-04-04T16:02:00Z,2025-04-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_55,pay_000055,cus_00004,sub_00004,2025-05-05,999,succeeded,ach,0,2025-05-05T16:00:00Z,2025-05-05T16:02:00Z,2025-05-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_56,pay_000056,cus_00004,sub_00004,2025-06-02,999,succeeded,ach,0,2025-06-02T16:00:00Z,2025-06-02T16:02:00Z,2025-06-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_57,pay_000057,cus_00004,sub_00004,2025-07-04,999,succeeded,card,0,2025-07-04T16:00:00Z,2025-07-04T16:02:00Z,2025-07-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_58,pay_000058,cus_00004,sub_00004,2025-08-03,999,succeeded,ach,0,2025-08-03T16:00:00Z,2025-08-03T16:02:00Z,2025-08-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_59,pay_000059,cus_00004,sub_00004,2025-09-04,999,succeeded,ach,0,2025-09-04T16:00:00Z,2025-09-04T16:02:00Z,2025-09-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_60,pay_000060,cus_00004,sub_00004,2025-10-05,999,succeeded,card,0,2025-10-05T16:00:00Z,2025-10-05T16:02:00Z,2025-10-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_61,pay_000061,cus_00004,sub_00004,2025-11-05,999,succeeded,card,0,2025-11-05T16:00:00Z,2025-11-05T16:02:00Z,2025-11-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_62,pay_000062,cus_00004,sub_00004,2025-12-01,999,succeeded,ach,0,2025-12-01T16:00:00Z,2025-12-01T16:02:00Z,2025-12-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_63,pay_000063,cus_00004,sub_00004,2026-01-03,999,succeeded,ach,0,2026-01-03T16:00:00Z,2026-01-03T16:02:00Z,2026-01-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_64,pay_000064,cus_00004,sub_00004,2026-02-05,999,succeeded,ach,0,2026-02-05T16:00:00Z,2026-02-05T16:02:00Z,2026-02-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_65,pay_000065,cus_00004,sub_00004,2026-03-04,999,succeeded,ach,0,2026-03-04T16:00:00Z,2026-03-04T16:02:00Z,2026-03-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_66,pay_000066,cus_00004,sub_00004,2026-04-02,999,succeeded,card,0,2026-04-02T16:00:00Z,2026-04-02T16:02:00Z,2026-04-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_67,pay_000067,cus_00004,sub_00004,2026-05-02,999,succeeded,ach,0,2026-05-02T16:00:00Z,2026-05-02T16:02:00Z,2026-05-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_68,pay_000068,cus_00004,sub_00004,2026-06-03,999,succeeded,card,0,2026-06-03T16:00:00Z,2026-06-03T16:02:00Z,2026-06-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_69,pay_000069,cus_00004,sub_00004,2026-07-01,999,succeeded,ach,0,2026-07-01T16:00:00Z,2026-07-01T16:02:00Z,2026-07-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_70,pay_000070,cus_00004,sub_00004,2026-08-02,999,succeeded,card,0,2026-08-02T16:00:00Z,2026-08-02T16:02:00Z,2026-08-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_71,pay_000071,cus_00005,sub_00005,2025-01-28,1999,succeeded,ach,0,2025-01-28T16:00:00Z,2025-01-28T16:02:00Z,2025-01-28T16:04:00Z
org_northstar_001,stripe,stripe_payment_72,pay_000072,cus_00005,sub_00005,2025-02-04,1999,succeeded,card,0,2025-02-04T16:00:00Z,2025-02-04T16:02:00Z,2025-02-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_73,pay_000073,cus_00005,sub_00005,2025-03-05,1999,succeeded,ach,0,2025-03-05T16:00:00Z,2025-03-05T16:02:00Z,2025-03-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_74,pay_000074,cus_00005,sub_00005,2025-04-03,1999,succeeded,ach,0,2025-04-03T16:00:00Z,2025-04-03T16:02:00Z,2025-04-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_75,pay_000075,cus_00005,sub_00005,2025-05-04,1999,succeeded,card,0,2025-05-04T16:00:00Z,2025-05-04T16:02:00Z,2025-05-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_76,pay_000076,cus_00005,sub_00005,2025-06-02,1999,failed,card,0,2025-06-02T16:00:00Z,2025-06-02T16:02:00Z,2025-06-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_77,pay_000077,cus_00005,sub_00005,2025-07-01,1999,succeeded,ach,0,2025-07-01T16:00:00Z,2025-07-01T16:02:00Z,2025-07-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_78,pay_000078,cus_00005,sub_00005,2025-08-02,1999,succeeded,ach,0,2025-08-02T16:00:00Z,2025-08-02T16:02:00Z,2025-08-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_79,pay_000079,cus_00005,sub_00005,2025-09-05,1999,succeeded,card,0,2025-09-05T16:00:00Z,2025-09-05T16:02:00Z,2025-09-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_80,pay_000080,cus_00005,sub_00005,2025-10-03,1999,succeeded,card,0,2025-10-03T16:00:00Z,2025-10-03T16:02:00Z,2025-10-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_81,pay_000081,cus_00005,sub_00005,2025-11-03,1999,succeeded,card,0,2025-11-03T16:00:00Z,2025-11-03T16:02:00Z,2025-11-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_82,pay_000082,cus_00005,sub_00005,2025-12-05,1999,succeeded,card,0,2025-12-05T16:00:00Z,2025-12-05T16:02:00Z,2025-12-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_83,pay_000083,cus_00005,sub_00005,2026-01-05,1999,failed,ach,0,2026-01-05T16:00:00Z,2026-01-05T16:02:00Z,2026-01-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_84,pay_000084,cus_00005,sub_00005,2026-02-03,1999,succeeded,card,0,2026-02-03T16:00:00Z,2026-02-03T16:02:00Z,2026-02-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_85,pay_000085,cus_00005,sub_00005,2026-03-03,1999,succeeded,ach,0,2026-03-03T16:00:00Z,2026-03-03T16:02:00Z,2026-03-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_86,pay_000086,cus_00005,sub_00005,2026-04-05,1999,succeeded,card,0,2026-04-05T16:00:00Z,2026-04-05T16:02:00Z,2026-04-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_87,pay_000087,cus_00005,sub_00005,2026-05-05,1999,succeeded,card,0,2026-05-05T16:00:00Z,2026-05-05T16:02:00Z,2026-05-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_88,pay_000088,cus_00005,sub_00005,2026-06-03,1999,succeeded,ach,0,2026-06-03T16:00:00Z,2026-06-03T16:02:00Z,2026-06-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_89,pay_000089,cus_00005,sub_00005,2026-07-02,1999,succeeded,card,0,2026-07-02T16:00:00Z,2026-07-02T16:02:00Z,2026-07-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_90,pay_000090,cus_00005,sub_00005,2026-08-03,1999,succeeded,ach,0,2026-08-03T16:00:00Z,2026-08-03T16:02:00Z,2026-08-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_91,pay_000091,cus_00006,sub_00006,2025-01-16,499,succeeded,ach,0,2025-01-16T16:00:00Z,2025-01-16T16:02:00Z,2025-01-16T16:04:00Z
org_northstar_001,stripe,stripe_payment_92,pay_000092,cus_00006,sub_00006,2025-02-04,499,succeeded,card,0,2025-02-04T16:00:00Z,2025-02-04T16:02:00Z,2025-02-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_93,pay_000093,cus_00006,sub_00006,2025-03-04,499,succeeded,ach,0,2025-03-04T16:00:00Z,2025-03-04T16:02:00Z,2025-03-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_94,pay_000094,cus_00006,sub_00006,2025-04-03,499,succeeded,card,0,2025-04-03T16:00:00Z,2025-04-03T16:02:00Z,2025-04-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_95,pay_000095,cus_00006,sub_00006,2025-05-03,499,succeeded,card,0,2025-05-03T16:00:00Z,2025-05-03T16:02:00Z,2025-05-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_96,pay_000096,cus_00006,sub_00006,2025-06-03,499,failed,ach,0,2025-06-03T16:00:00Z,2025-06-03T16:02:00Z,2025-06-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_97,pay_000097,cus_00006,sub_00006,2025-07-01,499,succeeded,card,0,2025-07-01T16:00:00Z,2025-07-01T16:02:00Z,2025-07-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_98,pay_000098,cus_00006,sub_00006,2025-08-05,499,succeeded,card,0,2025-08-05T16:00:00Z,2025-08-05T16:02:00Z,2025-08-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_99,pay_000099,cus_00006,sub_00006,2025-09-05,499,succeeded,ach,0,2025-09-05T16:00:00Z,2025-09-05T16:02:00Z,2025-09-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_100,pay_000100,cus_00006,sub_00006,2025-10-04,499,succeeded,ach,0,2025-10-04T16:00:00Z,2025-10-04T16:02:00Z,2025-10-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_101,pay_000101,cus_00006,sub_00006,2025-11-05,499,succeeded,ach,0,2025-11-05T16:00:00Z,2025-11-05T16:02:00Z,2025-11-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_102,pay_000102,cus_00006,sub_00006,2025-12-04,499,succeeded,card,0,2025-12-04T16:00:00Z,2025-12-04T16:02:00Z,2025-12-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_103,pay_000103,cus_00006,sub_00006,2026-01-04,499,succeeded,ach,0,2026-01-04T16:00:00Z,2026-01-04T16:02:00Z,2026-01-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_104,pay_000104,cus_00006,sub_00006,2026-02-02,499,succeeded,card,0,2026-02-02T16:00:00Z,2026-02-02T16:02:00Z,2026-02-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_105,pay_000105,cus_00006,sub_00006,2026-03-01,499,succeeded,card,0,2026-03-01T16:00:00Z,2026-03-01T16:02:00Z,2026-03-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_106,pay_000106,cus_00006,sub_00006,2026-04-04,499,succeeded,ach,0,2026-04-04T16:00:00Z,2026-04-04T16:02:00Z,2026-04-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_107,pay_000107,cus_00006,sub_00006,2026-05-02,499,succeeded,ach,0,2026-05-02T16:00:00Z,2026-05-02T16:02:00Z,2026-05-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_108,pay_000108,cus_00006,sub_00006,2026-06-04,499,succeeded,card,0,2026-06-04T16:00:00Z,2026-06-04T16:02:00Z,2026-06-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_109,pay_000109,cus_00006,sub_00006,2026-07-04,499,succeeded,card,0,2026-07-04T16:00:00Z,2026-07-04T16:02:00Z,2026-07-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_110,pay_000110,cus_00006,sub_00006,2026-08-04,499,succeeded,ach,0,2026-08-04T16:00:00Z,2026-08-04T16:02:00Z,2026-08-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_111,pay_000111,cus_00007,sub_00007,2025-01-19,499,succeeded,ach,0,2025-01-19T16:00:00Z,2025-01-19T16:02:00Z,2025-01-19T16:04:00Z
org_northstar_001,stripe,stripe_payment_112,pay_000112,cus_00007,sub_00007,2025-02-01,499,succeeded,ach,0,2025-02-01T16:00:00Z,2025-02-01T16:02:00Z,2025-02-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_113,pay_000113,cus_00007,sub_00007,2025-03-05,499,succeeded,card,0,2025-03-05T16:00:00Z,2025-03-05T16:02:00Z,2025-03-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_114,pay_000114,cus_00007,sub_00007,2025-04-04,499,succeeded,ach,0,2025-04-04T16:00:00Z,2025-04-04T16:02:00Z,2025-04-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_115,pay_000115,cus_00007,sub_00007,2025-05-02,499,succeeded,ach,0,2025-05-02T16:00:00Z,2025-05-02T16:02:00Z,2025-05-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_116,pay_000116,cus_00007,sub_00007,2025-06-04,499,succeeded,card,0,2025-06-04T16:00:00Z,2025-06-04T16:02:00Z,2025-06-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_117,pay_000117,cus_00007,sub_00007,2025-07-05,499,succeeded,ach,0,2025-07-05T16:00:00Z,2025-07-05T16:02:00Z,2025-07-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_118,pay_000118,cus_00007,sub_00007,2025-08-04,499,succeeded,card,0,2025-08-04T16:00:00Z,2025-08-04T16:02:00Z,2025-08-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_119,pay_000119,cus_00007,sub_00007,2025-09-01,499,succeeded,card,0,2025-09-01T16:00:00Z,2025-09-01T16:02:00Z,2025-09-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_120,pay_000120,cus_00007,sub_00007,2025-10-01,499,succeeded,card,0,2025-10-01T16:00:00Z,2025-10-01T16:02:00Z,2025-10-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_121,pay_000121,cus_00007,sub_00007,2025-11-04,499,succeeded,ach,0,2025-11-04T16:00:00Z,2025-11-04T16:02:00Z,2025-11-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_122,pay_000122,cus_00007,sub_00007,2025-12-01,499,succeeded,card,0,2025-12-01T16:00:00Z,2025-12-01T16:02:00Z,2025-12-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_123,pay_000123,cus_00007,sub_00007,2026-01-01,499,succeeded,card,0,2026-01-01T16:00:00Z,2026-01-01T16:02:00Z,2026-01-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_124,pay_000124,cus_00007,sub_00007,2026-02-04,499,succeeded,card,0,2026-02-04T16:00:00Z,2026-02-04T16:02:00Z,2026-02-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_125,pay_000125,cus_00007,sub_00007,2026-03-05,499,succeeded,ach,0,2026-03-05T16:00:00Z,2026-03-05T16:02:00Z,2026-03-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_126,pay_000126,cus_00007,sub_00007,2026-04-02,499,succeeded,ach,0,2026-04-02T16:00:00Z,2026-04-02T16:02:00Z,2026-04-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_127,pay_000127,cus_00007,sub_00007,2026-05-04,499,succeeded,ach,0,2026-05-04T16:00:00Z,2026-05-04T16:02:00Z,2026-05-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_128,pay_000128,cus_00007,sub_00007,2026-06-03,499,succeeded,card,0,2026-06-03T16:00:00Z,2026-06-03T16:02:00Z,2026-06-03T16:04:00Z
org_northstar_001,stripe,stripe_payment_129,pay_000129,cus_00007,sub_00007,2026-07-04,499,succeeded,ach,0,2026-07-04T16:00:00Z,2026-07-04T16:02:00Z,2026-07-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_130,pay_000130,cus_00007,sub_00007,2026-08-05,499,succeeded,ach,0,2026-08-05T16:00:00Z,2026-08-05T16:02:00Z,2026-08-05T16:04:00Z
org_northstar_001,stripe,stripe_payment_131,pay_000131,cus_00008,sub_00008,2025-01-04,499,succeeded,ach,0,2025-01-04T16:00:00Z,2025-01-04T16:02:00Z,2025-01-04T16:04:00Z
org_northstar_001,stripe,stripe_payment_132,pay_000132,cus_00008,sub_00008,2025-02-01,499,succeeded,card,0,2025-02-01T16:00:00Z,2025-02-01T16:02:00Z,2025-02-01T16:04:00Z
org_northstar_001,stripe,stripe_payment_133,pay_000133,cus_00008,sub_00008,2025-03-02,499,succeeded,card,0,2025-03-02T16:00:00Z,2025-03-02T16:02:00Z,2025-03-02T16:04:00Z
org_northstar_001,stripe,stripe_payment_134,pay_000134,cus_00008,sub_00008,2025-04-02,499,succeeded,ach,0,2025-04-02T16:00:00Z,2025-04-02T16:02:00Z,2025-04-02T16:04:00Z
