organization_id,source_system,source_record_id,date,channel,sessions,users,conversions,conversion_rate,bounce_rate,revenue_attributed_usd,source_updated_at,ingested_at,normalized_at
org_northstar_001,ga4,ga4_20250111_referral,2025-01-11,Referral,66,50,2,0.0303,0.4205,1488.52,2025-01-11T23:00:00Z,2025-01-12T03:00:00Z,2025-01-12T03:05:00Z
org_northstar_001,ga4,ga4_20250111_email,2025-01-11,Email,90,73,5,0.0556,0.4798,4455.51,2025-01-11T23:00:00Z,2025-01-12T03:00:00Z,2025-01-12T03:05:00Z
org_northstar_001,ga4,ga4_20250111_social,2025-01-11,Social,68,55,1,0.0147,0.5692,977.91,2025-01-11T23:00:00Z,2025-01-12T03:00:00Z,2025-01-12T03:05:00Z
org_northstar_001,ga4,ga4_20250112_organic_search,2025-01-12,Organic Search,255,186,8,0.0314,0.4249,8264.08,2025-01-12T23:00:00Z,2025-01-13T03:00:00Z,2025-01-13T03:05:00Z
org_northstar_001,ga4,ga4_20250112_paid_search,2025-01-12,Paid Search,214,177,9,0.0421,0.4186,7045.71,2025-01-12T23:00:00Z,2025-01-13T03:00:00Z,2025-01-13T03:05:00Z
org_northstar_001,ga4,ga4_20250112_direct,2025-01-12,Direct,169,131,8,0.0473,0.4596,6431.7,2025-01-12T23:00:00Z,2025-01-13T03:00:00Z,2025-01-13T03:05:00Z
org_northstar_001,ga4,ga4_20250112_referral,2025-01-12,Referral,68,49,2,0.0294,0.4599,1439.32,2025-01-12T23:00:00Z,2025-01-13T03:00:00Z,2025-01-13T03:05:00Z
org_northstar_001,ga4,ga4_20250112_email,2025-01-12,Email,90,73,4,0.0444,0.4583,3728.58,2025-01-12T23:00:00Z,2025-01-13T03:00:00Z,2025-01-13T03:05:00Z
org_northstar_001,ga4,ga4_20250112_social,2025-01-12,Social,65,49,1,0.0154,0.5824,850.02,2025-01-12T23:00:00Z,2025-01-13T03:00:00Z,2025-01-13T03:05:00Z
org_northstar_001,ga4,ga4_20250113_organic_search,2025-01-13,Organic Search,371,307,14,0.0377,0.395,12586.02,2025-01-13T23:00:00Z,2025-01-14T03:00:00Z,2025-01-14T03:05:00Z
org_northstar_001,ga4,ga4_20250113_paid_search,2025-01-13,Paid Search,243,201,9,0.037,0.4169,6351.68,2025-01-13T23:00:00Z,2025-01-14T03:00:00Z,2025-01-14T03:05:00Z
org_northstar_001,ga4,ga4_20250113_direct,2025-01-13,Direct,243,185,11,0.0453,0.3913,9195.63,2025-01-13T23:00:00Z,2025-01-14T03:00:00Z,2025-01-14T03:05:00Z
org_northstar_001,ga4,ga4_20250113_referral,2025-01-13,Referral,99,79,3,0.0303,0.4743,2470.23,2025-01-13T23:00:00Z,2025-01-14T03:00:00Z,2025-01-14T03:05:00Z
org_northstar_001,ga4,ga4_20250113_email,2025-01-13,Email,108,81,6,0.0556,0.4329,4514.05,2025-01-13T23:00:00Z,2025-01-14T03:00:00Z,2025-01-14T03:05:00Z
org_northstar_001,ga4,ga4_20250113_social,2025-01-13,Social,98,75,2,0.0204,0.542,2100.71,2025-01-13T23:00:00Z,2025-01-14T03:00:00Z,2025-01-14T03:05:00Z
org_northstar_001,ga4,ga4_20250114_organic_search,2025-01-14,Organic Search,365,306,12,0.0329,0.3826,8660.12,2025-01-14T23:00:00Z,2025-01-15T03:00:00Z,2025-01-15T03:05:00Z
org_northstar_001,ga4,ga4_20250114_paid_search,2025-01-14,Paid Search,266,203,11,0.0414,0.4566,8707.17,2025-01-14T23:00:00Z,2025-01-15T03:00:00Z,2025-01-15T03:05:00Z
org_northstar_001,ga4,ga4_20250114_direct,2025-01-14,Direct,203,165,10,0.0493,0.442,7699.63,2025-01-14T23:00:00Z,2025-01-15T03:00:00Z,2025-01-15T03:05:00Z
org_northstar_001,ga4,ga4_20250114_referral,2025-01-14,Referral,86,73,3,0.0349,0.449,2613.82,2025-01-14T23:00:00Z,2025-01-15T03:00:00Z,2025-01-15T03:05:00Z
org_northstar_001,ga4,ga4_20250114_email,2025-01-14,Email,124,101,7,0.0565,0.3816,6617.16,2025-01-14T23:00:00Z,2025-01-15T03:00:00Z,2025-01-15T03:05:00Z
org_northstar_001,ga4,ga4_20250114_social,2025-01-14,Social,88,64,1,0.0114,0.5846,983.66,2025-01-14T23:00:00Z,2025-01-15T03:00:00Z,2025-01-15T03:05:00Z
org_northstar_001,ga4,ga4_20250115_organic_search,2025-01-15,Organic Search,309,238,12,0.0388,0.3424,10960.36,2025-01-15T23:00:00Z,2025-01-16T03:00:00Z,2025-01-16T03:05:00Z
org_northstar_001,ga4,ga4_20250115_paid_search,2025-01-15,Paid Search,275,212,10,0.0364,0.4281,10041.97,2025-01-15T23:00:00Z,2025-01-16T03:00:00Z,2025-01-16T03:05:00Z
org_northstar_001,ga4,ga4_20250115_direct,2025-01-15,Direct,254,183,12,0.0472,0.395,11812.64,2025-01-15T23:00:00Z,2025-01-16T03:00:00Z,2025-01-16T03:05:00Z
org_northstar_001,ga4,ga4_20250115_referral,2025-01-15,Referral,102,75,3,0.0294,0.4264,2307.47,2025-01-15T23:00:00Z,2025-01-16T03:00:00Z,2025-01-16T03:05:00Z
org_northstar_001,ga4,ga4_20250115_email,2025-01-15,Email,116,98,6,0.0517,0.4313,6124.59,2025-01-15T23:00:00Z,2025-01-16T03:00:00Z,2025-01-16T03:05:00Z
org_northstar_001,ga4,ga4_20250115_social,2025-01-15,Social,90,77,1,0.0111,0.5443,805.25,2025-01-15T23:00:00Z,2025-01-16T03:00:00Z,2025-01-16T03:05:00Z
org_northstar_001,ga4,ga4_20250116_organic_search,2025-01-16,Organic Search,316,263,10,0.0316,0.4204,7213.88,2025-01-16T23:00:00Z,2025-01-17T03:00:00Z,2025-01-17T03:05:00Z
org_northstar_001,ga4,ga4_20250116_paid_search,2025-01-16,Paid Search,276,207,12,0.0435,0.352,10697.86,2025-01-16T23:00:00Z,2025-01-17T03:00:00Z,2025-01-17T03:05:00Z
org_northstar_001,ga4,ga4_20250116_direct,2025-01-16,Direct,214,164,10,0.0467,0.3859,7192.37,2025-01-16T23:00:00Z,2025-01-17T03:00:00Z,2025-01-17T03:05:00Z
org_northstar_001,ga4,ga4_20250116_referral,2025-01-16,Referral,92,78,3,0.0326,0.4684,2542.19,2025-01-16T23:00:00Z,2025-01-17T03:00:00Z,2025-01-17T03:05:00Z
org_northstar_001,ga4,ga4_20250116_email,2025-01-16,Email,108,85,5,0.0463,0.4619,5002.36,2025-01-16T23:00:00Z,2025-01-17T03:00:00Z,2025-01-17T03:05:00Z
org_northstar_001,ga4,ga4_20250116_social,2025-01-16,Social,91,76,1,0.011,0.5813,1000.97,2025-01-16T23:00:00Z,2025-01-17T03:00:00Z,2025-01-17T03:05:00Z
org_northstar_001,ga4,ga4_20250117_organic_search,2025-01-17,Organic Search,381,276,14,0.0367,0.403,11857.59,2025-01-17T23:00:00Z,2025-01-18T03:00:00Z,2025-01-18T03:05:00Z
org_northstar_001,ga4,ga4_20250117_paid_search,2025-01-17,Paid Search,285,218,11,0.0386,0.4429,8565.96,2025-01-17T23:00:00Z,2025-01-18T03:00:00Z,2025-01-18T03:05:00Z
org_northstar_001,ga4,ga4_20250117_direct,2025-01-17,Direct,250,183,13,0.052,0.4613,11426.74,2025-01-17T23:00:00Z,2025-01-18T03:00:00Z,2025-01-18T03:05:00Z
org_northstar_001,ga4,ga4_20250117_referral,2025-01-17,Referral,97,78,3,0.0309,0.4756,3272.58,2025-01-17T23:00:00Z,2025-01-18T03:00:00Z,2025-01-18T03:05:00Z
org_northstar_001,ga4,ga4_20250117_email,2025-01-17,Email,119,96,7,0.0588,0.4624,7065.95,2025-01-17T23:00:00Z,2025-01-18T03:00:00Z,2025-01-18T03:05:00Z
org_northstar_001,ga4,ga4_20250117_social,2025-01-17,Social,97,73,1,0.0103,0.5691,956.61,2025-01-17T23:00:00Z,2025-01-18T03:00:00Z,2025-01-18T03:05:00Z
org_northstar_001,ga4,ga4_20250118_organic_search,2025-01-18,Organic Search,285,224,9,0.0316,0.46,7666.23,2025-01-18T23:00:00Z,2025-01-19T03:00:00Z,2025-01-19T03:05:00Z
org_northstar_001,ga4,ga4_20250118_paid_search,2025-01-18,Paid Search,198,144,8,0.0404,0.3971,7885.49,2025-01-18T23:00:00Z,2025-01-19T03:00:00Z,2025-01-19T03:05:00Z
org_northstar_001,ga4,ga4_20250118_direct,2025-01-18,Direct,186,135,9,0.0484,0.4029,7188.98,2025-01-18T23:00:00Z,2025-01-19T03:00:00Z,2025-01-19T03:05:00Z
org_northstar_001,ga4,ga4_20250118_referral,2025-01-18,Referral,63,48,2,0.0317,0.4085,1426.56,2025-01-18T23:00:00Z,2025-01-19T03:00:00Z,2025-01-19T03:05:00Z
org_northstar_001,ga4,ga4_20250118_email,2025-01-18,Email,92,76,4,0.0435,0.422,3031.72,2025-01-18T23:00:00Z,2025-01-19T03:00:00Z,2025-01-19T03:05:00Z
org_northstar_001,ga4,ga4_20250118_social,2025-01-18,Social,73,54,1,0.0137,0.5094,1052.44,2025-01-18T23:00:00Z,2025-01-19T03:00:00Z,2025-01-19T03:05:00Z
org_northstar_001,ga4,ga4_20250119_organic_search,2025-01-19,Organic Search,238,199,9,0.0378,0.4435,8152.93,2025-01-19T23:00:00Z,2025-01-20T03:00:00Z,2025-01-20T03:05:00Z
org_northstar_001,ga4,ga4_20250119_paid_search,2025-01-19,Paid Search,227,176,9,0.0396,0.3741,7331.78,2025-01-19T23:00:00Z,2025-01-20T03:00:00Z,2025-01-20T03:05:00Z
org_northstar_001,ga4,ga4_20250119_direct,2025-01-19,Direct,197,165,9,0.0457,0.4426,9600.44,2025-01-19T23:00:00Z,2025-01-20T03:00:00Z,2025-01-20T03:05:00Z
org_northstar_001,ga4,ga4_20250119_referral,2025-01-19,Referral,79,59,2,0.0253,0.4537,2060.68,2025-01-19T23:00:00Z,2025-01-20T03:00:00Z,2025-01-20T03:05:00Z
org_northstar_001,ga4,ga4_20250119_email,2025-01-19,Email,83,65,4,0.0482,0.4735,3147.91,2025-01-19T23:00:00Z,2025-01-20T03:00:00Z,2025-01-20T03:05:00Z
org_northstar_001,ga4,ga4_20250119_social,2025-01-19,Social,75,59,1,0.0133,0.5692,974.5,2025-01-19T23:00:00Z,2025-01-20T03:00:00Z,2025-01-20T03:05:00Z
org_northstar_001,ga4,ga4_20250120_organic_search,2025-01-20,Organic Search,368,306,14,0.038,0.4327,10623.67,2025-01-20T23:00:00Z,2025-01-21T03:00:00Z,2025-01-21T03:05:00Z
org_northstar_001,ga4,ga4_20250120_paid_search,2025-01-20,Paid Search,274,216,12,0.0438,0.477,12595.84,2025-01-20T23:00:00Z,2025-01-21T03:00:00Z,2025-01-21T03:05:00Z
org_northstar_001,ga4,ga4_20250120_direct,2025-01-20,Direct,244,203,12,0.0492,0.3885,10869.56,2025-01-20T23:00:00Z,2025-01-21T03:00:00Z,2025-01-21T03:05:00Z
org_northstar_001,ga4,ga4_20250120_referral,2025-01-20,Referral,84,70,2,0.0238,0.451,1448.74,2025-01-20T23:00:00Z,2025-01-21T03:00:00Z,2025-01-21T03:05:00Z
org_northstar_001,ga4,ga4_20250120_email,2025-01-20,Email,129,98,7,0.0543,0.4568,5667.87,2025-01-20T23:00:00Z,2025-01-21T03:00:00Z,2025-01-21T03:05:00Z
org_northstar_001,ga4,ga4_20250120_social,2025-01-20,Social,91,67,1,0.011,0.5796,714.57,2025-01-20T23:00:00Z,2025-01-21T03:00:00Z,2025-01-21T03:05:00Z
org_northstar_001,ga4,ga4_20250121_organic_search,2025-01-21,Organic Search,313,257,11,0.0351,0.4295,8811.59,2025-01-21T23:00:00Z,2025-01-22T03:00:00Z,2025-01-22T03:05:00Z
org_northstar_001,ga4,ga4_20250121_paid_search,2025-01-21,Paid Search,262,221,12,0.0458,0.3957,11513.75,2025-01-21T23:00:00Z,2025-01-22T03:00:00Z,2025-01-22T03:05:00Z
org_northstar_001,ga4,ga4_20250121_direct,2025-01-21,Direct,237,176,10,0.0422,0.4151,10903.14,2025-01-21T23:00:00Z,2025-01-22T03:00:00Z,2025-01-22T03:05:00Z
org_northstar_001,ga4,ga4_20250121_referral,2025-01-21,Referral,103,83,3,0.0291,0.4232,2570.28,2025-01-21T23:00:00Z,2025-01-22T03:00:00Z,2025-01-22T03:05:00Z
org_northstar_001,ga4,ga4_20250121_email,2025-01-21,Email,124,105,7,0.0565,0.472,6341.12,2025-01-21T23:00:00Z,2025-01-22T03:00:00Z,2025-01-22T03:05:00Z
org_northstar_001,ga4,ga4_20250121_social,2025-01-21,Social,82,65,1,0.0122,0.5456,767.11,2025-01-21T23:00:00Z,2025-01-22T03:00:00Z,2025-01-22T03:05:00Z
org_northstar_001,ga4,ga4_20250122_organic_search,2025-01-22,Organic Search,317,264,10,0.0315,0.4392,7065.11,2025-01-22T23:00:00Z,2025-01-23T03:00:00Z,2025-01-23T03:05:00Z
org_northstar_001,ga4,ga4_20250122_paid_search,2025-01-22,Paid Search,291,225,12,0.0412,0.5028,8950.15,2025-01-22T23:00:00Z,2025-01-23T03:00:00Z,2025-01-23T03:05:00Z
org_northstar_001,ga4,ga4_20250122_direct,2025-01-22,Direct,255,201,12,0.0471,0.4088,12249.78,2025-01-22T23:00:00Z,2025-01-23T03:00:00Z,2025-01-23T03:05:00Z
org_northstar_001,ga4,ga4_20250122_referral,2025-01-22,Referral,92,71,2,0.0217,0.3906,1466.89,2025-01-22T23:00:00Z,2025-01-23T03:00:00Z,2025-01-23T03:05:00Z
org_northstar_001,ga4,ga4_20250122_email,2025-01-22,Email,110,84,6,0.0545,0.4112,4764.56,2025-01-22T23:00:00Z,2025-01-23T03:00:00Z,2025-01-23T03:05:00Z
org_northstar_001,ga4,ga4_20250122_social,2025-01-22,Social,94,79,2,0.0213,0.6258,1912.92,2025-01-22T23:00:00Z,2025-01-23T03:00:00Z,2025-01-23T03:05:00Z
org_northstar_001,ga4,ga4_20250123_organic_search,2025-01-23,Organic Search,314,248,10,0.0318,0.3936,10004.3,2025-01-23T23:00:00Z,2025-01-24T03:00:00Z,2025-01-24T03:05:00Z
org_northstar_001,ga4,ga4_20250123_paid_search,2025-01-23,Paid Search,303,245,11,0.0363,0.434,9061.05,2025-01-23T23:00:00Z,2025-01-24T03:00:00Z,2025-01-24T03:05:00Z
org_northstar_001,ga4,ga4_20250123_direct,2025-01-23,Direct,253,203,13,0.0514,0.4323,10132.49,2025-01-23T23:00:00Z,2025-01-24T03:00:00Z,2025-01-24T03:05:00Z
org_northstar_001,ga4,ga4_20250123_referral,2025-01-23,Referral,99,71,3,0.0303,0.421,2585.13,2025-01-23T23:00:00Z,2025-01-24T03:00:00Z,2025-01-24T03:05:00Z
org_northstar_001,ga4,ga4_20250123_email,2025-01-23,Email,107,82,6,0.0561,0.511,5611.98,2025-01-23T23:00:00Z,2025-01-24T03:00:00Z,2025-01-24T03:05:00Z
org_northstar_001,ga4,ga4_20250123_social,2025-01-23,Social,91,66,1,0.011,0.5199,975.61,2025-01-23T23:00:00Z,2025-01-24T03:00:00Z,2025-01-24T03:05:00Z
