organization_id,source_system,source_record_id,deal_id,company_id,deal_name,stage,amount_usd,created_date,close_date,owner_id,pipeline,is_closed_won,source_updated_at,ingested_at,normalized_at
org_northstar_001,hubspot,hub_deal_28,deal_00028,cmp_0113,Company 0113 Opportunity 28,proposal,3544.59,2025-01-04,2025-01-14,owner_05,new_business,false,2025-01-14T18:00:00Z,2025-01-14T18:05:00Z,2025-01-14T18:10:00Z
org_northstar_001,hubspot,hub_deal_29,deal_00029,cmp_0116,Company 0116 Opportunity 29,closed_lost,5273.48,2025-01-20,2025-03-12,owner_12,new_business,false,2025-03-12T18:00:00Z,2025-03-12T18:05:00Z,2025-03-12T18:10:00Z
org_northstar_001,hubspot,hub_deal_30,deal_00030,cmp_0138,Company 0138 Opportunity 30,closed_won,2778.65,2025-01-16,2025-02-05,owner_12,new_business,true,2025-02-05T18:00:00Z,2025-02-05T18:05:00Z,2025-02-05T18:10:00Z
org_northstar_001,hubspot,hub_deal_31,deal_00031,cmp_0148,Company 0148 Opportunity 31,closed_won,6064.5,2025-01-24,2025-01-31,owner_08,new_business,true,2025-01-31T18:00:00Z,2025-01-31T18:05:00Z,2025-01-31T18:10:00Z
org_northstar_001,hubspot,hub_deal_32,deal_00032,cmp_0157,Company 0157 Opportunity 32,closed_won,4976.74,2025-01-28,2025-03-20,owner_03,new_business,true,2025-03-20T18:00:00Z,2025-03-20T18:05:00Z,2025-03-20T18:10:00Z
org_northstar_001,hubspot,hub_deal_33,deal_00033,cmp_0171,Company 0171 Opportunity 33,closed_lost,5600.13,2025-01-15,2025-01-31,owner_05,new_business,false,2025-01-31T18:00:00Z,2025-01-31T18:05:00Z,2025-01-31T18:10:00Z
org_northstar_001,hubspot,hub_deal_34,deal_00034,cmp_0040,Company 0040 Opportunity 34,qualification,6997.73,2025-01-06,2025-02-25,owner_04,new_business,false,2025-02-25T18:00:00Z,2025-02-25T18:05:00Z,2025-02-25T18:10:00Z
org_northstar_001,hubspot,hub_deal_35,deal_00035,cmp_0242,Company 0242 Opportunity 35,proposal,11690.54,2025-01-04,2025-01-13,owner_03,new_business,false,2025-01-13T18:00:00Z,2025-01-13T18:05:00Z,2025-01-13T18:10:00Z
org_northstar_001,hubspot,hub_deal_36,deal_00036,cmp_0076,Company 0076 Opportunity 36,closed_won,9242.98,2025-01-25,2025-02-07,owner_08,new_business,true,2025-02-07T18:00:00Z,2025-02-07T18:05:00Z,2025-02-07T18:10:00Z
org_northstar_001,hubspot,hub_deal_37,deal_00037,cmp_0180,Company 0180 Opportunity 37,proposal,3715.42,2025-01-18,2025-02-10,owner_09,new_business,false,2025-02-10T18:00:00Z,2025-02-10T18:05:00Z,2025-02-10T18:10:00Z
org_northstar_001,hubspot,hub_deal_38,deal_00038,cmp_0248,Company 0248 Opportunity 38,qualification,3417.31,2025-01-04,2025-01-28,owner_04,new_business,false,2025-01-28T18:00:00Z,2025-01-28T18:05:00Z,2025-01-28T18:10:00Z
org_northstar_001,hubspot,hub_deal_39,deal_00039,cmp_0073,Company 0073 Opportunity 39,closed_won,7636.15,2025-01-12,2025-02-19,owner_07,new_business,true,2025-02-19T18:00:00Z,2025-02-19T18:05:00Z,2025-02-19T18:10:00Z
org_northstar_001,hubspot,hub_deal_40,deal_00040,cmp_0185,Company 0185 Opportunity 40,closed_won,11360.2,2025-01-07,2025-03-02,owner_02,new_business,true,2025-03-02T18:00:00Z,2025-03-02T18:05:00Z,2025-03-02T18:10:00Z
org_northstar_001,hubspot,hub_deal_41,deal_00041,cmp_0141,Company 0141 Opportunity 41,closed_lost,4850.09,2025-01-21,2025-03-12,owner_10,new_business,false,2025-03-12T18:00:00Z,2025-03-12T18:05:00Z,2025-03-12T18:10:00Z
org_northstar_001,hubspot,hub_deal_42,deal_00042,cmp_0214,Company 0214 Opportunity 42,closed_won,7720.47,2025-01-09,2025-02-04,owner_10,new_business,true,2025-02-04T18:00:00Z,2025-02-04T18:05:00Z,2025-02-04T18:10:00Z
org_northstar_001,hubspot,hub_deal_43,deal_00043,cmp_0063,Company 0063 Opportunity 43,proposal,5983.62,2025-01-14,2025-02-19,owner_08,new_business,false,2025-02-19T18:00:00Z,2025-02-19T18:05:00Z,2025-02-19T18:10:00Z
org_northstar_001,hubspot,hub_deal_44,deal_00044,cmp_0077,Company 0077 Opportunity 44,demo,4627.15,2025-01-17,2025-02-11,owner_05,new_business,false,2025-02-11T18:00:00Z,2025-02-11T18:05:00Z,2025-02-11T18:10:00Z
org_northstar_001,hubspot,hub_deal_45,deal_00045,cmp_0008,Company 0008 Opportunity 45,closed_won,8521.43,2025-01-15,2025-01-24,owner_08,new_business,true,2025-01-24T18:00:00Z,2025-01-24T18:05:00Z,2025-01-24T18:10:00Z
org_northstar_001,hubspot,hub_deal_46,deal_00046,cmp_0157,Company 0157 Opportunity 46,qualification,6281.38,2025-01-01,2025-02-04,owner_09,new_business,false,2025-02-04T18:00:00Z,2025-02-04T18:05:00Z,2025-02-04T18:10:00Z
org_northstar_001,hubspot,hub_deal_47,deal_00047,cmp_0080,Company 0080 Opportunity 47,closed_won,6551.66,2025-02-03,2025-03-27,owner_04,new_business,true,2025-03-27T18:00:00Z,2025-03-27T18:05:00Z,2025-03-27T18:10:00Z
org_northstar_001,hubspot,hub_deal_48,deal_00048,cmp_0017,Company 0017 Opportunity 48,closed_won,7898.36,2025-02-16,2025-03-17,owner_07,new_business,true,2025-03-17T18:00:00Z,2025-03-17T18:05:00Z,2025-03-17T18:10:00Z
org_northstar_001,hubspot,hub_deal_49,deal_00049,cmp_0051,Company 0051 Opportunity 49,demo,7243.09,2025-02-09,2025-03-07,owner_06,new_business,false,2025-03-07T18:00:00Z,2025-03-07T18:05:00Z,2025-03-07T18:10:00Z
org_northstar_001,hubspot,hub_deal_50,deal_00050,cmp_0297,Company 0297 Opportunity 50,proposal,2776.07,2025-02-05,2025-03-27,owner_05,new_business,false,2025-03-27T18:00:00Z,2025-03-27T18:05:00Z,2025-03-27T18:10:00Z
org_northstar_001,hubspot,hub_deal_51,deal_00051,cmp_0157,Company 0157 Opportunity 51,closed_lost,6433.64,2025-02-03,2025-03-01,owner_07,new_business,false,2025-03-01T18:00:00Z,2025-03-01T18:05:00Z,2025-03-01T18:10:00Z
org_northstar_001,hubspot,hub_deal_52,deal_00052,cmp_0050,Company 0050 Opportunity 52,proposal,6071.94,2025-02-05,2025-03-17,owner_06,new_business,false,2025-03-17T18:00:00Z,2025-03-17T18:05:00Z,2025-03-17T18:10:00Z
org_northstar_001,hubspot,hub_deal_53,deal_00053,cmp_0240,Company 0240 Opportunity 53,closed_lost,3953.02,2025-02-12,2025-03-18,owner_01,new_business,false,2025-03-18T18:00:00Z,2025-03-18T18:05:00Z,2025-03-18T18:10:00Z
org_northstar_001,hubspot,hub_deal_54,deal_00054,cmp_0216,Company 0216 Opportunity 54,closed_won,6774.32,2025-02-03,2025-03-30,owner_10,new_business,true,2025-03-30T18:00:00Z,2025-03-30T18:05:00Z,2025-03-30T18:10:00Z
org_northstar_001,hubspot,hub_deal_55,deal_00055,cmp_0279,Company 0279 Opportunity 55,closed_won,8712.71,2025-02-19,2025-03-16,owner_11,new_business,true,2025-03-16T18:00:00Z,2025-03-16T18:05:00Z,2025-03-16T18:10:00Z
org_northstar_001,hubspot,hub_deal_56,deal_00056,cmp_0004,Company 0004 Opportunity 56,closed_lost,2406.72,2025-02-15,2025-04-11,owner_05,new_business,false,2025-04-11T18:00:00Z,2025-04-11T18:05:00Z,2025-04-11T18:10:00Z
org_northstar_001,hubspot,hub_deal_57,deal_00057,cmp_0290,Company 0290 Opportunity 57,qualification,2540.48,2025-02-16,2025-04-08,owner_09,new_business,false,2025-04-08T18:00:00Z,2025-04-08T18:05:00Z,2025-04-08T18:10:00Z
org_northstar_001,hubspot,hub_deal_58,deal_00058,cmp_0028,Company 0028 Opportunity 58,closed_lost,7015.76,2025-02-23,2025-03-15,owner_11,new_business,false,2025-03-15T18:00:00Z,2025-03-15T18:05:00Z,2025-03-15T18:10:00Z
org_northstar_001,hubspot,hub_deal_59,deal_00059,cmp_0160,Company 0160 Opportunity 59,demo,6710.41,2025-02-24,2025-03-03,owner_02,new_business,false,2025-03-03T18:00:00Z,2025-03-03T18:05:00Z,2025-03-03T18:10:00Z
org_northstar_001,hubspot,hub_deal_60,deal_00060,cmp_0127,Company 0127 Opportunity 60,closed_lost,1488.77,2025-02-07,2025-02-20,owner_05,new_business,false,2025-02-20T18:00:00Z,2025-02-20T18:05:00Z,2025-02-20T18:10:00Z
org_northstar_001,hubspot,hub_deal_61,deal_00061,cmp_0208,Company 0208 Opportunity 61,proposal,15559.76,2025-02-16,2025-03-06,owner_11,new_business,false,2025-03-06T18:00:00Z,2025-03-06T18:05:00Z,2025-03-06T18:10:00Z
org_northstar_001,hubspot,hub_deal_62,deal_00062,cmp_0064,Company 0064 Opportunity 62,demo,3637.71,2025-02-14,2025-03-02,owner_12,new_business,false,2025-03-02T18:00:00Z,2025-03-02T18:05:00Z,2025-03-02T18:10:00Z
org_northstar_001,hubspot,hub_deal_63,deal_00063,cmp_0280,Company 0280 Opportunity 63,proposal,5884.18,2025-02-07,2025-03-16,owner_07,new_business,false,2025-03-16T18:00:00Z,2025-03-16T18:05:00Z,2025-03-16T18:10:00Z
org_northstar_001,hubspot,hub_deal_64,deal_00064,cmp_0198,Company 0198 Opportunity 64,closed_lost,3777.17,2025-02-23,2025-03-08,owner_02,new_business,false,2025-03-08T18:00:00Z,2025-03-08T18:05:00Z,2025-03-08T18:10:00Z
org_northstar_001,hubspot,hub_deal_65,deal_00065,cmp_0289,Company 0289 Opportunity 65,qualification,21638.7,2025-02-13,2025-02-20,owner_10,new_business,false,2025-02-20T18:00:00Z,2025-02-20T18:05:00Z,2025-02-20T18:10:00Z
org_northstar_001,hubspot,hub_deal_66,deal_00066,cmp_0228,Company 0228 Opportunity 66,closed_lost,11686.31,2025-02-02,2025-03-03,owner_01,new_business,false,2025-03-03T18:00:00Z,2025-03-03T18:05:00Z,2025-03-03T18:10:00Z
org_northstar_001,hubspot,hub_deal_67,deal_00067,cmp_0082,Company 0082 Opportunity 67,demo,3694.09,2025-02-12,2025-03-23,owner_07,new_business,false,2025-03-23T18:00:00Z,2025-03-23T18:05:00Z,2025-03-23T18:10:00Z
org_northstar_001,hubspot,hub_deal_68,deal_00068,cmp_0263,Company 0263 Opportunity 68,proposal,8406.79,2025-02-03,2025-02-21,owner_08,new_business,false,2025-02-21T18:00:00Z,2025-02-21T18:05:00Z,2025-02-21T18:10:00Z
org_northstar_001,hubspot,hub_deal_69,deal_00069,cmp_0072,Company 0072 Opportunity 69,closed_lost,3985.42,2025-02-09,2025-04-05,owner_10,new_business,false,2025-04-05T18:00:00Z,2025-04-05T18:05:00Z,2025-04-05T18:10:00Z
org_northstar_001,hubspot,hub_deal_70,deal_00070,cmp_0093,Company 0093 Opportunity 70,proposal,3578.5,2025-02-19,2025-04-12,owner_10,new_business,false,2025-04-12T18:00:00Z,2025-04-12T18:05:00Z,2025-04-12T18:10:00Z
org_northstar_001,hubspot,hub_deal_71,deal_00071,cmp_0179,Company 0179 Opportunity 71,qualification,5471.48,2025-02-19,2025-04-06,owner_12,new_business,false,2025-04-06T18:00:00Z,2025-04-06T18:05:00Z,2025-04-06T18:10:00Z
org_northstar_001,hubspot,hub_deal_72,deal_00072,cmp_0122,Company 0122 Opportunity 72,closed_lost,9101.52,2025-02-04,2025-02-22,owner_02,new_business,false,2025-02-22T18:00:00Z,2025-02-22T18:05:00Z,2025-02-22T18:10:00Z
org_northstar_001,hubspot,hub_deal_73,deal_00073,cmp_0032,Company 0032 Opportunity 73,closed_won,11288.31,2025-02-20,2025-03-15,owner_01,new_business,true,2025-03-15T18:00:00Z,2025-03-15T18:05:00Z,2025-03-15T18:10:00Z
org_northstar_001,hubspot,hub_deal_74,deal_00074,cmp_0090,Company 0090 Opportunity 74,closed_lost,2311.35,2025-02-11,2025-02-24,owner_09,new_business,false,2025-02-24T18:00:00Z,2025-02-24T18:05:00Z,2025-02-24T18:10:00Z
org_northstar_001,hubspot,hub_deal_75,deal_00075,cmp_0103,Company 0103 Opportunity 75,proposal,2198.44,2025-02-07,2025-03-02,owner_07,new_business,false,2025-03-02T18:00:00Z,2025-03-02T18:05:00Z,2025-03-02T18:10:00Z
org_northstar_001,hubspot,hub_deal_76,deal_00076,cmp_0271,Company 0271 Opportunity 76,closed_won,10934.75,2025-02-26,2025-03-17,owner_02,new_business,true,2025-03-17T18:00:00Z,2025-03-17T18:05:00Z,2025-03-17T18:10:00Z
org_northstar_001,hubspot,hub_deal_77,deal_00077,cmp_0175,Company 0175 Opportunity 77,closed_lost,4150.95,2025-02-06,2025-03-28,owner_08,new_business,false,2025-03-28T18:00:00Z,2025-03-28T18:05:00Z,2025-03-28T18:10:00Z
org_northstar_001,hubspot,hub_deal_78,deal_00078,cmp_0257,Company 0257 Opportunity 78,demo,9968.06,2025-02-12,2025-03-13,owner_11,new_business,false,2025-03-13T18:00:00Z,2025-03-13T18:05:00Z,2025-03-13T18:10:00Z
org_northstar_001,hubspot,hub_deal_79,deal_00079,cmp_0193,Company 0193 Opportunity 79,demo,8775.09,2025-02-28,2025-03-11,owner_02,new_business,false,2025-03-11T18:00:00Z,2025-03-11T18:05:00Z,2025-03-11T18:10:00Z
org_northstar_001,hubspot,hub_deal_80,deal_00080,cmp_0256,Company 0256 Opportunity 80,proposal,1893.99,2025-02-08,2025-02-18,owner_07,new_business,false,2025-02-18T18:00:00Z,2025-02-18T18:05:00Z,2025-02-18T18:10:00Z
org_northstar_001,hubspot,hub_deal_81,deal_00081,cmp_0184,Company 0184 Opportunity 81,qualification,6265.51,2025-02-03,2025-02-20,owner_09,new_business,false,2025-02-20T18:00:00Z,2025-02-20T18:05:00Z,2025-02-20T18:10:00Z
org_northstar_001,hubspot,hub_deal_82,deal_00082,cmp_0257,Company 0257 Opportunity 82,qualification,20707.12,2025-02-10,2025-03-14,owner_05,new_business,false,2025-03-14T18:00:00Z,2025-03-14T18:05:00Z,2025-03-14T18:10:00Z
org_northstar_001,hubspot,hub_deal_83,deal_00083,cmp_0016,Company 0016 Opportunity 83,demo,3091.52,2025-02-02,2025-03-02,owner_03,new_business,false,2025-03-02T18:00:00Z,2025-03-02T18:05:00Z,2025-03-02T18:10:00Z
org_northstar_001,hubspot,hub_deal_84,deal_00084,cmp_0105,Company 0105 Opportunity 84,qualification,4586.74,2025-02-18,2025-04-12,owner_10,new_business,false,2025-04-12T18:00:00Z,2025-04-12T18:05:00Z,2025-04-12T18:10:00Z
org_northstar_001,hubspot,hub_deal_85,deal_00085,cmp_0019,Company 0019 Opportunity 85,qualification,12106.47,2025-02-12,2025-02-23,owner_03,new_business,false,2025-02-23T18:00:00Z,2025-02-23T18:05:00Z,2025-02-23T18:10:00Z
org_northstar_001,hubspot,hub_deal_86,deal_00086,cmp_0139,Company 0139 Opportunity 86,closed_won,5978.08,2025-02-24,2025-03-05,owner_06,new_business,true,2025-03-05T18:00:00Z,2025-03-05T18:05:00Z,2025-03-05T18:10:00Z
org_northstar_001,hubspot,hub_deal_87,deal_00087,cmp_0221,Company 0221 Opportunity 87,demo,23590.11,2025-02-16,2025-03-14,owner_09,new_business,false,2025-03-14T18:00:00Z,2025-03-14T18:05:00Z,2025-03-14T18:10:00Z
org_northstar_001,hubspot,hub_deal_88,deal_00088,cmp_0195,Company 0195 Opportunity 88,closed_lost,8294.6,2025-02-22,2025-04-13,owner_07,new_business,false,2025-04-13T18:00:00Z,2025-04-13T18:05:00Z,2025-04-13T18:10:00Z
org_northstar_001,hubspot,hub_deal_89,deal_00089,cmp_0282,Company 0282 Opportunity 89,proposal,4851.82,2025-02-05,2025-02-19,owner_01,new_business,false,2025-02-19T18:00:00Z,2025-02-19T18:05:00Z,2025-02-19T18:10:00Z
org_northstar_001,hubspot,hub_deal_90,deal_00090,cmp_0122,Company 0122 Opportunity 90,demo,4309.12,2025-02-08,2025-02-20,owner_09,new_business,false,2025-02-20T18:00:00Z,2025-02-20T18:05:00Z,2025-02-20T18:10:00Z
org_northstar_001,hubspot,hub_deal_91,deal_00091,cmp_0291,Company 0291 Opportunity 91,demo,3905.6,2025-02-02,2025-02-09,owner_01,new_business,false,2025-02-09T18:00:00Z,2025-02-09T18:05:00Z,2025-02-09T18:10:00Z
org_northstar_001,hubspot,hub_deal_92,deal_00092,cmp_0161,Company 0161 Opportunity 92,demo,4529.82,2025-02-12,2025-03-29,owner_11,new_business,false,2025-03-29T18:00:00Z,2025-03-29T18:05:00Z,2025-03-29T18:10:00Z
org_northstar_001,hubspot,hub_deal_93,deal_00093,cmp_0040,Company 0040 Opportunity 93,demo,5895.42,2025-03-03,2025-03-26,owner_06,new_business,false,2025-03-26T18:00:00Z,2025-03-26T18:05:00Z,2025-03-26T18:10:00Z
org_northstar_001,hubspot,hub_deal_94,deal_00094,cmp_0113,Company 0113 Opportunity 94,closed_won,4537.44,2025-03-15,2025-05-06,owner_11,new_business,true,2025-05-06T18:00:00Z,2025-05-06T18:05:00Z,2025-05-06T18:10:00Z
org_northstar_001,hubspot,hub_deal_95,deal_00095,cmp_0126,Company 0126 Opportunity 95,closed_won,6270.65,2025-03-17,2025-04-10,owner_06,new_business,true,2025-04-10T18:00:00Z,2025-04-10T18:05:00Z,2025-04-10T18:10:00Z
org_northstar_001,hubspot,hub_deal_96,deal_00096,cmp_0211,Company 0211 Opportunity 96,qualification,4340.91,2025-03-23,2025-05-08,owner_09,new_business,false,2025-05-08T18:00:00Z,2025-05-08T18:05:00Z,2025-05-08T18:10:00Z
org_northstar_001,hubspot,hub_deal_97,deal_00097,cmp_0119,Company 0119 Opportunity 97,qualification,3115.89,2025-03-10,2025-05-03,owner_03,new_business,false,2025-05-03T18:00:00Z,2025-05-03T18:05:00Z,2025-05-03T18:10:00Z
org_northstar_001,hubspot,hub_deal_98,deal_00098,cmp_0019,Company 0019 Opportunity 98,closed_lost,9273.21,2025-03-08,2025-04-28,owner_10,new_business,false,2025-04-28T18:00:00Z,2025-04-28T18:05:00Z,2025-04-28T18:10:00Z
org_northstar_001,hubspot,hub_deal_99,deal_00099,cmp_0197,Company 0197 Opportunity 99,closed_won,10332.53,2025-03-10,2025-03-22,owner_01,new_business,true,2025-03-22T18:00:00Z,2025-03-22T18:05:00Z,2025-03-22T18:10:00Z
org_northstar_001,hubspot,hub_deal_100,deal_00100,cmp_0196,Company 0196 Opportunity 100,closed_won,4270.81,2025-03-13,2025-04-17,owner_07,new_business,true,2025-04-17T18:00:00Z,2025-04-17T18:05:00Z,2025-04-17T18:10:00Z
org_northstar_001,hubspot,hub_deal_101,deal_00101,cmp_0273,Company 0273 Opportunity 101,closed_won,6374.81,2025-03-02,2025-04-20,owner_01,new_business,true,2025-04-20T18:00:00Z,2025-04-20T18:05:00Z,2025-04-20T18:10:00Z
org_northstar_001,hubspot,hub_deal_102,deal_00102,cmp_0173,Company 0173 Opportunity 102,demo,8675.83,2025-03-27,2025-04-19,owner_10,new_business,false,2025-04-19T18:00:00Z,2025-04-19T18:05:00Z,2025-04-19T18:10:00Z
org_northstar_001,hubspot,hub_deal_103,deal_00103,cmp_0223,Company 0223 Opportunity 103,qualification,11490.65,2025-03-28,2025-05-01,owner_12,new_business,false,2025-05-01T18:00:00Z,2025-05-01T18:05:00Z,2025-05-01T18:10:00Z
org_northstar_001,hubspot,hub_deal_104,deal_00104,cmp_0148,Company 0148 Opportunity 104,proposal,3588.11,2025-03-28,2025-05-08,owner_12,new_business,false,2025-05-08T18:00:00Z,2025-05-08T18:05:00Z,2025-05-08T18:10:00Z
org_northstar_001,hubspot,hub_deal_105,deal_00105,cmp_0122,Company 0122 Opportunity 105,closed_won,7611.7,2025-03-05,2025-03-12,owner_04,new_business,true,2025-03-12T18:00:00Z,2025-03-12T18:05:00Z,2025-03-12T18:10:00Z
org_northstar_001,hubspot,hub_deal_106,deal_00106,cmp_0278,Company 0278 Opportunity 106,qualification,7120.99,2025-03-10,2025-04-07,owner_11,new_business,false,2025-04-07T18:00:00Z,2025-04-07T18:05:00Z,2025-04-07T18:10:00Z
org_northstar_001,hubspot,hub_deal_107,deal_00107,cmp_0129,Company 0129 Opportunity 107,qualification,2640.18,2025-03-26,2025-05-13,owner_06,new_business,false,2025-05-13T18:00:00Z,2025-05-13T18:05:00Z,2025-05-13T18:10:00Z
org_northstar_001,hubspot,hub_deal_108,deal_00108,cmp_0136,Company 0136 Opportunity 108,qualification,5397.74,2025-03-28,2025-04-15,owner_06,new_business,false,2025-04-15T18:00:00Z,2025-04-15T18:05:00Z,2025-04-15T18:10:00Z
